PRESTONKIRK (NINEWAR),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6291,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.69,2.96,1.91,0.59,,,,,,,,
February,1.26,0.68,1.71,3.27,,,,,,,,
March,1.87,1.30,1.25,0.56,,,,,,,,
April,1.29,0.61,1.48,1.76,,,,,,,,
May,2.51,1.66,0.38,1.75,,,,,,,,
June,0.65,0.50,1.66,0.64,,,,,,,,
July,2.33,1.56,3.22,1.32,,,,,,,,
August,5.89,4.08,1.54,3.73,,,,,,,,
September,1.04,1.84,2.13,,,,,,,,,
October,1.38,2.91,2.57,,,,,,,,,
November,1.51,1.47,0.67,,,,,,,,,
December,2.88,1.12,1.18,,,,,,,,,
Total,24.30,20.69,19.70,,,,,,,,,
Calc annual,24.30,20.69,19.70,13.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
