"BLAIR ATHOLL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5564,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,1.42,0.34,3.09,1.31,5.13,2.53,3.53,3.28,2.14,2.26,,
February,4.65,2.72,3.17,2.05,4.48,4.58,1.21,2.86,0.34,1.91,,
March,2.66,1.87,3.71,2.19,4.60,1.76,2.71,1.30,3.00,1.48,,
April,2.33,0.81,2.09,1.72,1.05,2.04,2.01,1.39,1.27,3.18,,
May,1.28,2.15,2.15,1.26,2.05,3.44,2.51,0.46,3.52,2.22,,
June,1.90,2.71,2.92,2.36,0.43,0.65,0.99,0.57,2.35,0.52,,
July,4.69,2.46,3.86,5.04,5.11,0.59,2.94,1.78,3.96,2.21,,
August,1.14,2.47,1.87,3.61,4.04,2.70,1.06,2.21,1.90,4.39,,
September,1.35,2.61,2.67,2.73,1.62,4.67,3.53,2.75,0.50,0.81,,
October,1.11,3.56,3.67,3.94,3.05,2.33,3.08,1.23,3.29,3.27,,
November,1.19,6.75,4.07,4.91,3.27,2.47,3.15,2.48,6.02,1.16,,
December,0.76,2.88,3.80,3.18,4.02,2.46,2.23,2.04,2.92,2.82,,
Total,24.48,31.33,37.07,34.30,38.85,30.22,28.95,22.29,31.21,26.23,,
Calc annual,24.48,31.33,37.07,34.30,38.85,30.22,28.95,22.35,31.21,26.23,,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.06,0.00,0.00,,
