BLAIR ATHOLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN872652,Long,-3.846914,Lat,56.764696,Elevation,420,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,1.69,1.42,0.34,3.09,1.31,5.13,2.53,3.53,3.28,2.14,2.26,,2.05,2.57,2.2,7.3,2.68,1.99,1.1,1.82,4.17,2.98,2.81,2.07,5.82,3.39,1.37,4.68,2.46,2.5,4.48,5.24,1.24,6.29,4.82,3.5,3.93,4.52,1.78,1.51,2.31,5,4.45,5.26,3.88,,,,,,,
February,,,,,,,,,,2.57,4.65,2.72,3.17,2.05,4.48,4.58,1.21,2.86,0.34,1.91,,0.45,1.41,4.15,7.42,0.6,1.06,2.05,3.2,2.52,2.07,1.07,0.91,5.91,2.58,2.29,3.31,3.47,2.54,0.57,3.97,2.87,2.92,2.57,5.48,6.32,4.44,0.44,4.24,0.97,4.02,0.76,3.33,6.89,,,,,,,
March,,,,,,,,,,2.83,2.66,1.87,3.71,2.19,4.6,1.76,2.71,1.3,3,1.48,,2.41,0.56,0.83,3.14,1.14,2.93,4.52,0.57,1.97,0.9,2.16,1.66,7.02,1.67,4.76,2.22,2.2,3.93,1.65,2,1.38,3.65,5.37,4.23,1.84,1.11,1.52,1.19,2.66,3.25,4.9,1.73,1.71,,,,,,,
April,,,,,,,,,,1.5,2.33,0.81,2.09,1.72,1.05,2.04,2.01,1.39,1.27,3.18,,1.63,0.66,1.21,1.04,2.02,1.82,2.28,3.48,3.67,2.38,2.03,2.44,1.11,4.01,2.17,1.3,3.31,1.34,3.69,3.04,2.42,0.58,3.15,2.23,2.31,1.76,1.09,0.74,2.7,1.46,0.67,2.25,3.16,,,,,,,
May,,,,,,,,,,2.05,1.28,2.15,2.15,1.26,2.05,3.44,2.51,0.46,3.52,2.22,,1.88,2.67,0.87,1.44,0.35,0.68,1.74,1.54,2.8,3.22,1.96,1.54,1.66,1.45,1.55,4.74,2.9,2.09,2.65,0.82,1.3,1.71,4.01,1.58,1.07,3.6,1.97,3.84,,2.16,2.09,1.88,1.78,,,,,,,
June,,,,,,,,,,4.38,1.9,2.71,2.92,2.36,0.43,0.65,0.99,0.51,2.35,0.52,,0.96,2.27,1.81,1.84,2.33,3.12,1.44,2.26,1.86,3.03,2.69,1.3,2.25,1.97,2.71,0.58,3.25,1.67,1.21,2.69,1.75,3.62,1.72,1.18,2.54,1.55,2.06,0.64,,1.6,0.61,1.26,,,,,,,,
July,,,,,,,,,,2.04,4.69,2.46,3.86,5.04,5.11,0.59,2.94,1.78,3.96,2.21,,2.65,2.07,2.11,2.79,3.45,2.15,1.7,0.97,2.89,2.69,2.04,1.75,3.42,1.77,1.48,2.65,1.66,2.57,2.91,4.16,1.87,1.61,0.43,2.93,2.84,6.77,1.2,5.49,,2.28,2.68,3.39,,,,,,,,
August,,,,,,,,,,4.74,1.14,2.47,1.87,3.61,4.04,2.7,1.06,2.21,1.9,4.39,,5.17,4.25,3.7,4.04,6.23,1.54,7.36,3.25,0.9,2.11,3.35,2.24,5.32,4.13,3.43,4.12,4.06,2.73,1.74,6.79,2.53,3.27,1.01,3.09,3.76,3,4.48,2.08,,2.85,4.11,2.23,,,,,,,,
September,,,,,,,,,,2.42,1.35,2.61,2.67,2.73,1.62,4.67,3.53,2.75,0.5,0.81,,2.41,3.49,1.65,0.22,1.35,3.72,1.82,3.53,4.44,2.9,3.97,2.6,2.98,3.44,2.03,1.79,1.13,3.78,1.39,0.92,0.51,1.68,2.59,1.13,1.89,1.23,1.92,3.92,,2.25,1.75,1.71,,,,,,,,
October,,,,,,,,,,1.82,1.11,3.56,3.67,3.94,3.05,2.33,3.08,1.23,3.29,3.27,,4.78,3.64,3.01,2.44,2.54,2.91,2.1,4.17,1.41,3.37,3.79,1.48,6.45,0.91,2.44,5.52,2.75,1.91,6.43,1.92,2.64,2.85,2.12,1.34,3.86,6.84,4.16,4.4,,3.97,2.38,1.18,,,,,,,,
November,,,,,,,,,,1.02,1.19,6.75,4.07,4.91,3.27,2.47,3.15,2.48,6.02,1.16,,3.5,3.48,2.81,2.33,4.95,0.97,2.26,3.37,4.86,3.56,1.51,5.05,2,1.63,3.8,4.29,2.15,2.95,1.77,2.76,5.36,4.07,3.69,5.71,3.31,5.68,4.15,3.25,,4.1,2.53,1.58,,,,,,,,
December,,,,,,,,,,2.72,0.76,2.88,3.8,3.18,4.02,2.46,2.23,2.04,2.92,2.82,,5.09,1.04,4.02,3.16,3.91,4.94,4.57,6.2,3.35,6.03,3.43,4.41,3.03,3.33,2.3,2.54,3.26,3.34,2.33,4.24,6.79,7.85,1.88,7.91,5.57,3.82,1.28,2.76,,4.02,5.03,3.98,,,,,,,,
Total,,,,,,,,,,29.78,24.48,31.33,37.07,34.3,38.85,30.22,28.95,22.29,31.21,26.23,,32.98,28.11,28.37,37.16,31.55,27.83,32.94,34.36,34.84,35.24,30.81,27.45,46.97,30.28,30.33,37.74,32.6,31.35,30.82,38.55,30.66,40.1,33.36,40.31,39.24,44.32,26.05,34.06,,36.96,31.96,29.78,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890 figures deleted as computed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part 1919 figures deleted as computed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
