BLAIR ATHOLL (BLAIR CASTLE GDNS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN 864 661,Long,-3.859406,Lat,56.77252,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,4.85,5.49,4.26,2.57,3.6,6.48,4.85,8.44,1.36,5.52,3.47,4.43,4.46,4.44,1.54,2.94,8.72,5.9,2.73,1.41,1.15,3.61,5.27,4.02,3.81,4.17,5.46,4.73,,2.93,2.75,3.35,1.35,3.23,,,,,,
February,,0.69,3.28,7.38,1.38,5.14,4.11,1.26,3.55,1.75,0.55,2.63,0.14,4.31,0.53,4.13,1.66,3.05,1.97,2.93,1.58,3.48,1.79,3.23,1.38,4.16,3.34,0.88,3.9,,4.87,2.89,1.19,1.02,2.88,,,,,,
March,,4.96,1.84,1.63,0.56,2.13,2.55,2.62,6.16,0.66,1.3,0.89,2.71,1.41,1.7,2.14,1.69,1.72,1.51,2.78,2.68,1.3,2.99,1.8,0.86,2.03,1.08,2.12,2.11,,2.17,1.46,2.13,1.11,2.13,,,,,,
April,,0.58,2.52,3.13,1.76,2.75,2.01,2.01,0.85,1.41,1.73,1.54,3.73,1.55,2.02,2.88,0.65,0.67,0.46,1.78,2.16,1.25,2.72,2.86,2.38,1.12,0.51,4.92,2.51,,2.48,2.13,1.41,1.67,0.88,,,,,,
May,,1.92,2.04,1.91,2.98,4.62,2.86,2.41,1.13,2.58,1.55,4.32,2.8,1.52,2.78,0.6,0.87,2.68,2.8,0.99,1.37,2.18,3.91,2.46,2.1,5.39,1.84,3.74,,,1.21,1.77,2.71,2.45,4.39,,,,,,
June,,0.62,1.46,0.8,1.73,0.5,2.45,2.61,2.75,1.55,2.43,4.32,0.73,0.73,1,5.98,1.6,1.41,4.04,1.38,0.54,0.76,1.21,2.99,3.21,2.93,2.45,3.49,,,1.26,1.68,2.65,2.61,1.58,,,,,,
July,,2.86,3.38,2.75,4.73,2.38,2.1,5.77,1.16,2.39,1.77,5.65,4.38,2.7,3.41,0.67,4.99,4.24,4.73,5.4,3.57,2.84,2.23,2.09,3.12,3.32,3.67,4.66,,,3.74,2.61,1.81,2.44,,,,,,,
August,2.55,4.16,2.18,5.35,4.78,2.94,2.73,4.25,5.47,3.12,5.79,1.09,1.82,1.51,4.25,2.3,2.66,2.76,2.39,1.7,1.37,4.98,3.8,4.49,2.99,1.65,3.35,0.04,,3.48,4.7,4.71,2.38,1.54,,,,,,,
September,2.36,1.81,1.7,3.15,4.72,2.69,2.64,4.1,3.75,1.28,3.68,1.27,1.92,1.89,5.08,4.6,2.95,2.36,3.76,2.83,1.54,2.01,4.17,3.51,2.93,5.46,4.1,4.27,,0.96,5.42,2.56,0.98,3.39,,,,,,,
October,5.72,2.54,1.15,5.25,4.25,3.63,5.54,4.38,5.82,4.17,5.8,2.29,6.62,3.78,5.63,5.63,3.86,2.62,6.5,5.08,4.94,3.72,3.6,5.91,4.13,3.73,0.3,1.85,,4.41,2.52,1.19,3.9,2.27,,,,,,,
November,4.14,2.49,1.59,3.46,2.37,0.72,5.64,2.92,5.03,3.61,4.3,6.4,2.49,3.29,0.29,4.33,2.69,0.61,7.52,5.42,5.12,5.56,1.11,2.72,4.57,0.94,5.04,4.64,,3.73,2.72,8.52,2.2,3.43,,,,,,,
December,3.81,4.98,3.77,2.56,6.36,3.59,1.69,1.34,3.49,9.03,4.62,2.84,5.05,0.73,6.42,1.56,5.24,1.66,3.48,1.97,3.77,3.51,5.23,2.18,4.01,5.52,3.97,1.83,,7.16,1.89,4.18,2.37,4.09,,,,,,,
Total,,32.46,30.4,41.63,38.19,34.69,40.8,38.52,47.6,32.91,39.04,36.71,36.82,27.88,37.55,36.36,31.8,32.5,45.06,34.99,30.05,32.74,36.37,39.51,35.7,40.06,33.82,37.9,,,35.91,36.45,27.08,27.37,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge moved 1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures in 1948 1949 deleted as computed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
