BELFAST (ANTRIM ROAD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ2830884158,Long,-6.010783,Lat,54.689293,Elevation,144,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,3.93,2.81,2.75,3.44,2.63,2.66,5.11,3.09,1.93,4.42,1.53,6.63,3.95,2.15,1.54,0.22,2.12,3.87,5.25,2.33,3.75,1.83,2.24,3.14,3.15,1.33,2.66,2.36,3.8,1.9,1.13,1.48,1.75,4.12,3.63,2.82,1.85,5.61,3.24,2.08,4.15,1.74,,
February,,,,,,,2.99,3.1,2.84,4.82,1.78,2.95,2.87,0.25,1.83,0.95,3.81,3.36,1.48,1.82,2.28,4.33,2.33,3.09,2.98,3.62,1.68,1.15,0.5,3.27,1.31,0.15,1.22,3.75,3.87,0.45,1.22,2.2,2.84,2.72,3.02,1.6,1.86,2.64,4.16,2.49,2.35,1.34,,
March,,,,,,,3.11,1.66,3.86,1.39,1.34,1.66,2.02,1.61,1.47,1.26,3.2,3.07,2.23,1.83,1.9,4.73,2.59,0.94,3.08,2.57,2.2,1.11,3.39,2.52,2.03,1.73,0.32,1.46,2.85,3.38,4.3,5.04,1.13,2.09,0.64,2.9,2.2,4.31,1.89,4.46,2.23,4.61,,
April,,,,,,,1.36,3.86,2.87,1.98,1.53,3.02,2.33,0.5,1.21,0.31,1.94,3.91,0.68,1.62,4.34,1.81,3.63,1.25,1.16,1.68,1.42,1.83,1.46,3.06,1.41,2.67,1.1,1.54,1.76,1.64,1.68,2.14,3.48,4.17,3.05,2.96,2.74,1.36,2.72,2.64,2.15,2.23,,
May,,,,,,,1.68,3.27,2.17,1.6,2.84,0.51,2.23,2.05,0.99,2.03,0.38,2.15,3.89,4.43,1.21,3.33,2.14,2.47,2.76,1.84,4.23,1.59,2.77,1.35,1.57,3.22,4.9,1.3,2.96,0.18,0.77,1.56,2.98,3.45,3.05,1.53,3.09,2.65,3.06,2.17,4.43,4.34,,
June,,,,,,,2.69,1.14,0.44,1.02,0.82,1.72,4.15,1.45,0.66,3.35,2.72,2.45,3.25,4.43,1.71,3.36,4.2,1.58,0.57,0.89,1.05,0.68,3.97,0.46,2.45,1.97,4.84,0.98,3.52,2.45,2.84,5.74,3.25,2.08,3.41,3.53,2.8,1.83,1.1,3.55,1.37,5.1,,
July,,,,,,,2.41,4.96,0.46,2.18,1.98,4.2,3.15,4.55,2.8,2.48,1.68,3.49,2.12,5.76,5.75,3.16,4.81,1.66,3.79,1.87,3.1,3.08,5.95,3.2,1.88,2.82,3.26,3.1,4.46,4.21,6.26,1.73,0.49,2.76,3.84,1,3.76,4.48,3.78,1.73,2.18,2.09,,
August,,,,,,,3.12,2.51,3.4,1.4,2.29,2.03,3.49,4.26,3.95,3.15,3.02,3.21,3.26,4.69,0.71,4.13,2.5,5.48,2.68,2.09,2.28,2.34,3.94,7.75,3.21,5.53,5.94,5.62,2.16,5.34,2.11,6.11,5.3,1.57,4.93,3.85,3.03,5.87,5.62,6.78,5.32,3.55,,
September,,,,,,,4.94,1.52,1.3,4.81,2.32,2.22,4.2,1.21,2.92,3.49,4.55,2.06,2.33,3.92,3.74,2.63,3.59,4.95,2.67,5.06,2.94,4.05,1.43,2.56,3.44,3.59,2.36,2.4,0.08,0.31,4.59,2.76,3.72,3.12,2.48,3.2,5.41,3.62,3.87,1.66,1.08,1.32,,
October,,,,,,,1.11,4.38,2.62,2.13,8.51,2.79,5.12,4.24,4.84,3.54,4.76,4.6,4.02,2.43,1.09,4.2,2.05,3.79,2.46,4.04,4.56,1.84,1.41,3.58,2.71,3.84,4.32,2.81,6.46,4.82,3.43,1.86,3.66,2.25,4.92,4.52,2.04,6.85,1.25,1.58,4.33,3.75,,
November,,,,,,,3.8,1.53,2.2,4.53,0.92,2.73,3.52,2.66,4.36,3.6,3.2,5.44,1.97,0.96,3.13,4.08,6.18,4.63,2.93,2.06,3.54,2.95,6.49,2.88,10.13,3.04,3.83,2.05,2.2,2.79,1.43,3.06,3.24,3.3,5.3,3.9,3.94,2.57,3.38,4.06,3.07,2.89,,
December,,,,,,,4.09,1.79,4.76,2.78,1.81,2.1,4.41,0.54,4.35,2.11,8.06,4.36,2.16,1.22,3.37,4.29,4,2.8,4.24,1.73,5.01,2.38,3.11,2.63,1.9,5.56,2.49,3.92,3,4.16,5.34,4.8,2.9,4.96,3.86,4.32,4.29,2.84,3.18,2.43,3.14,3.49,,
Total,,,,,,,35.23,32.53,29.67,32.08,28.77,28.59,42.6,26.41,31.31,30.69,38.85,44.73,31.34,35.26,30.77,40.27,40.14,36.51,34.57,29.78,35.76,24.83,36.66,36.4,35.19,35.45,37.24,31.29,37.12,31.63,35.1,38.48,34.74,36.59,42.13,36.13,37.01,44.63,37.25,35.63,35.8,36.45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St James' 1/4 mileS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
