MAYFIELD-HOUSE-ASHBOURNE-GAUGE-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK157448,Long,-1.7675111,Lat,53.000294,Elevation,374,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,5.46,1.94,1.95,1.81,,,,,,,1.8,3.08,2.34,4.65,4.2,4.08,4.89,2.85,2.7,2.85,4,2.82,7.78,2.06,4.27,3.89,2.64,2.11,3.1,1.41,4.22,4.48,4.37,6.26,3.36,3.62,3.81,5.1,3.8,3.04,3.41,,,,
February,,,,,,,4.1,2.71,2.59,0.72,,,,,,,4.49,1.26,2.61,2.09,2.96,0.29,3.19,5.71,1.11,4.79,3.22,1.92,4.33,0.65,0.69,3.94,0.27,4.47,0.4,3.42,1.91,6.23,1.78,1.8,2.86,3.07,1.61,1.38,1.99,3.47,5.5,,,,
March,,,,,,,2.83,2.29,2.97,3.55,,,,,,,3.58,2.02,1.75,5.64,2.01,2.05,2.39,2.5,1.37,0.96,1.53,3.58,2.75,0.37,2.94,0.2,2.05,2.63,2.65,1.05,1.7,2.68,0.68,2.26,2.46,3.43,2.04,0.83,0.43,1.18,,,,,
April,,,,,,,1.59,2.1,2.93,1.96,,,,,,,3.11,1.71,1.25,1.89,4.98,1.58,2.52,2.81,2.73,2.58,1.54,2.97,1.3,0.98,3.04,4,3.91,1.1,1.98,3.24,1.63,2.15,0.23,2.01,2.11,1.87,1.56,1.49,2.67,2.42,,,,,
May,,,,,,,2.81,3.83,3.07,1.66,,,,,,,2.16,2.55,2.67,1.41,3.62,1.74,0.97,3.24,5.17,5.29,3.11,1.52,0.56,2.02,2.39,3.17,4.77,1.84,1.26,0.61,0.41,2.26,1.55,1.17,1.15,3.09,3.6,3.34,1.04,2.66,,,,,
June,,,,,,,1.77,4.31,2.39,2.49,,,,,,3.01,2.3,2.39,1.1,1.29,4.35,0.3,1.15,0.77,3.07,0.06,2.55,6.36,3.73,1.37,2.62,4.43,0.84,2.06,0.75,4.21,2.86,1.33,1.91,2.06,0.82,1.16,0.26,2.53,2.33,3.31,,,,,
July,,,,,,,0.79,2.59,3.29,4.09,,,,,,5.43,2.23,1.54,4.23,2.23,5.34,0.94,4.95,4.56,4.5,1.79,2.31,2.52,1.47,2.48,6.24,3.9,3.16,3.26,1.36,0.85,5.79,2.36,3.71,5.23,3.17,4.13,2.66,1.42,3.28,1.43,,,,,
August,,,,,,,2.29,3.51,3.72,2.65,,,,,,2.71,2.3,6.31,2.43,2.88,1.34,4.96,5.37,3.72,4.14,4.47,2.69,3.99,3.5,3.91,3.15,5.48,1.63,0.74,2.83,1.7,1.29,0.49,1.75,1.81,0.65,4.61,3.24,3.35,2.12,2.47,,,,,
September,,,,,,,1.25,0.76,2.64,3.03,,,,,,0.4,1.58,1.44,8.13,2.52,2,1.19,2.91,3.44,2.81,4.3,1.53,4.61,0.56,0.92,4,3.19,2.51,1.17,2.35,4.82,4.66,1.25,2.26,1.35,1.93,0.44,1.82,2.89,3.8,1.7,,,,,
October,,,,,,,6.51,5.16,1.3,5.53,,,,,,2.58,4.29,5.63,1.87,3.03,2.09,2.95,0.53,2.73,4.78,4.37,3.29,2.68,4.78,4.14,4.95,1.02,5.02,5.22,2.74,5.52,3.27,2.52,3.53,3.78,4.3,3.82,3.26,2,4.23,5.09,,,,,
November,,,,,,,3.37,3.5,2.47,0.78,,,,,,2.65,3.37,3.52,2.08,2.93,1.15,1.85,1.68,3.07,1.89,2.01,4.86,3.87,6.46,7.79,3.94,5.04,2.57,1.5,1.8,5.33,3.7,1.7,3.79,5.07,7.82,2.98,0.76,3.27,5.64,0.28,,,,,
December,,,,,,,4.35,3.24,2.52,6.93,,,,,,6.11,3.42,1.55,5.6,6.13,3.22,2.83,4.71,4.46,2.88,2.5,1.27,2.06,2.89,5.99,3.47,1.9,1.08,0.43,5.8,4.86,2.59,3.62,4.31,1.99,3.59,1.84,3.38,1.59,2.64,2.64,,,,,
Total,,,,,,,37.12,35.94,31.84,35.2,,,,,,,34.63,33,36.06,36.69,37.26,24.76,35.26,39.86,37.15,35.97,31.9,38.9,40.11,32.68,41.7,40.16,30.45,26.53,27.02,37.02,34.03,31.07,29.87,34.79,34.22,34.06,28,29.19,33.97,29.69,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1940 record and is Mayfield House. Altitudes match. 3 gauges but gauge 2 may actually be two gauges but all gauges are in the same location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There are a few duplicated results between the gauge, which are fairly random and probably to be expected given the consistency of readings between the gauges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
