GARSTANG GRIZEDALE RESERVOIR,,,,,,,,,,,,
Grid ref,SD536490,Long,-2.708233,Lat,53.935028,,,,,,,
Station no,3060,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.04,1.51,2.35,4.00,3.68,2.39,5.12,2.31,3.98,1.94,,
February,3.81,1.96,1.98,3.77,3.73,1.87,3.48,2.01,2.84,2.15,,
March,0.70,3.57,3.06,3.99,3.27,3.22,3.46,4.39,3.17,3.29,,
April,2.82,2.43,1.47,1.68,3.17,3.16,1.67,1.74,3.29,4.09,,
May,1.64,1.01,3.35,3.64,2.98,0.99,5.29,3.83,3.11,2.51,,
June,3.56,1.96,1.27,1.71,1.91,2.31,3.09,8.20,2.71,2.92,,
July,3.26,0.92,4.34,4.44,3.48,2.69,2.83,3.51,4.63,7.20,,
August,5.45,3.54,3.06,6.59,4.12,4.73,3.90,6.14,5.29,4.07,,
September,2.19,1.70,1.42,5.82,2.07,3.45,1.57,1.14,6.26,3.08,,
October,6.62,4.69,4.30,9.21,3.45,3.23,6.70,4.88,2.42,6.15,,
November,4.35,3.96,2.50,3.71,3.77,4.74,3.30,4.73,3.93,2.05,,
December,5.56,5.22,4.00,3.14,3.84,1.07,3.80,4.83,3.92,8.72,,
Total,45.00,32.47,33.10,51.70,39.47,33.85,44.21,47.71,45.55,48.17,,
Calc annual,45.00,32.47,33.10,51.70,39.47,33.85,44.21,47.71,45.55,48.17,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
