GARSTANG (GRIZEDALE RESERVOIR),,,,,,,,,,,,
Grid ref,SD522483,Long,-2.729446,Lat,53.928610,,,,,,,
Station no,3060,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.92,3.91,2.05,4.54,2.71,4.68,4.33,4.48,3.51,4.93,,
February,3.74,1.07,1.68,3.71,1.97,0.60,3.52,6.66,1.05,3.45,,
March,4.86,2.91,0.91,2.89,1.81,1.12,3.72,1.60,2.67,1.81,,
April,2.47,3.71,3.30,1.32,2.77,1.69,0.57,1.82,2.78,3.03,,
May,1.95,2.68,2.69,3.02,3.79,2.82,3.00,5.31,2.26,3.19,,
June,1.20,4.74,3.22,5.02,4.00,2.82,2.42,4.45,4.16,1.73,,
July,3.42,1.84,6.04,7.02,1.48,4.01,5.75,3.42,5.66,7.10,,
August,4.54,7.92,5.08,6.76,1.22,12.79,4.39,3.39,0.59,5.38,,
September,4.05,3.16,5.83,6.74,2.58,4.13,6.57,6.39,0.51,3.56,,
October,1.88,4.31,2.13,10.13,2.44,3.63,6.24,4.52,4.43,2.94,,
November,7.87,2.08,5.31,6.73,2.46,1.50,1.46,2.80,5.89,9.21,,
December,9.73,3.66,2.25,4.81,4.91,4.76,4.70,4.17,9.13,5.00,,
Total,50.63,41.99,40.49,62.69,32.14,44.55,46.67,49.01,42.64,51.33,,
Calc annual,50.63,41.99,40.49,62.69,32.14,44.55,46.67,49.01,42.64,51.33,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,,
