SOUTHWELL-THE-RESIDENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK702537,Long,-0.95358958,Lat,53.075926,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.1,1.85,2.95,1.33,2.04,1.71,2.78,1.54,4.54,1.2,3.21,2.12,0.96,2.05,1.88,1.54,3.72,3.31,2.41,4.53,2.14,3.13,2.81,3.64,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.9,0.23,2.5,4.08,0.87,2.13,1.31,1.51,1.86,0.57,0.46,2.69,0.53,2.71,0.41,2.45,2.11,3.11,1.11,0.8,2.57,2.66,1.15,0.51,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.25,1.02,1.78,1.16,1.23,0.61,0.7,1.96,2.06,0.13,2.2,0.3,1.24,2.59,1.78,0.7,1.21,2.04,0.21,2.14,1.95,3.2,1.9,0.55,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,4.37,0.95,3.24,1.72,1.67,1.66,1.61,2.07,0.97,1.21,2.96,3.01,2.77,0.91,1.71,2.45,1.57,2.28,0,2.06,1.21,1.18,1.6,0.86,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.26,1.98,1.01,2.52,2.97,2.69,1.98,0.98,1.42,1.2,1.71,3.59,5.72,1.67,0.78,0.34,0.58,3.01,2.88,1.27,0.88,2.12,3.58,2.54,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.18,1.37,1.42,0.8,1.55,0.12,2.48,4.5,1.52,1.33,1.69,2.92,0.66,1.84,0.45,2.49,2.55,0.6,1.49,2.09,1.26,0.26,0.93,1.59,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,4.99,0.6,4.2,4.02,2.58,0.71,1.35,2.19,1.15,1.06,4.11,2.61,5.3,1.23,2.91,0.74,6.15,3.35,2.67,3.28,3.2,3.52,2.43,1.35,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,0.93,3.22,5.78,2.75,2.52,1.4,2,2.51,2.03,2.2,2.12,4.23,1.72,0.55,1.16,1.68,0.89,0.17,2.71,2.64,0.18,3.74,2.81,1.85,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,1.65,0.93,2.29,2.21,2.74,3.31,1.06,4.01,0.27,0.5,4.39,2.81,1.6,1.5,1.63,4.12,3.76,0.89,1.96,1.16,0.69,0.45,1.1,2.09,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.42,2.68,0.84,1.31,4.27,2.89,2.13,2.03,4.96,2.91,2.71,0.55,2.72,3.36,1.19,2.91,1.92,3.02,2.33,2.73,3.71,2.44,2.23,1.88,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
