Rainfall at,ARNFIELD RESERVOIR
,
Station no,2747,
,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869
January,3.17,0.31,2.44,4.89,1.49,2.63,3.64,3.45,2.72,2.66,
February,0.78,2.50,0.64,1.18,3.34,3.05,3.69,3.60,2.84,4.97,
March,4.42,5.39,3.16,0.86,2.37,1.69,1.67,1.21,4.66,1.22,
April,1.30,1.11,2.94,1.74,0.97,1.39,1.51,5.20,2.25,2.36,
May,3.08,0.96,4.24,1.82,3.16,2.23,2.05,2.00,1.76,3.30,
June,7.26,3.09,3.63,4.35,3.27,0.77,4.96,1.96,0.25,1.48,
July,2.76,4.61,5.03,1.47,1.88,2.85,4.77,5.52,1.14,1.10,
August,5.20,2.55,2.31,5.13,2.89,4.55,5.75,2.82,2.55,3.02,
September,2.61,4.28,5.48,4.94,4.00,0.67,6.27,2.87,1.82,6.75,
October,4.86,1.05,5.05,5.77,2.41,5.62,2.33,4.21,4.86,3.35,
November,2.87,4.54,1.17,3.35,3.78,3.08,6.30,1.72,2.70,4.73,
December,1.21,2.04,2.90,2.69,1.78,0.84,4.56,4.90,7.92,5.11,
Total,39.52,32.43,38.99,38.19,31.34,29.37,47.50,39.46,35.47,40.05,
Calc annual,39.52,32.43,38.99,38.19,31.34,29.37,47.50,39.46,35.47,40.05,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
