ARNFIELD RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK011971,Long,-1.984746,Lat,53.471416,Elevation,512,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.01,2.5,3.98,2.01,2.07,3.17,0.31,2.44,4.89,1.49,2.63,3.64,3.45,2.72,2.66,3.12,1.06,3.82,3.39,4.21,4.02,2.25,6.31,5.75,1.63,0.71,0.7,4.44,5.25,5.69,2.4,5.4,1.82,1.88,1.85,3.74,3.06,3.69,1.62,3.12,3.17,1.85,1.91,3.12,5.02,5.09,2.16,3.1,3.44,3.57,2.06,4.74,1.86,3.53,2.21,4.71,1.67,3.3,3.3,3.67,6.12,3.68,3.44,2.73,4.25,6,6.73,3.25,4.18,3.27,3.4,3.8,4.7,9.75,2.1,5.76,7.19,4.28,2.31,2.76,2.58,3.3,4.82,4.42,5.37,2.05,7.19,4.28,2.31,2.76,2.58,3.3,4.82,4.42,5.37,2.05,4.57,4.74,2.07,4.44,2.36,5.19,2.84,3.91,3.67,5.99
February,1.18,3.27,1.69,0.13,2.89,0.78,2.5,0.64,1.18,3.34,3.05,3.69,3.6,2.84,4.97,1.13,3.23,3.76,0.72,2.02,1.17,4.73,5.4,1.4,2.81,3.92,5.7,3.5,2.48,2.72,2.72,0.61,0.72,1.17,2.45,0.81,0.57,3.3,4.91,5.76,0.71,2.86,2.7,3.38,1.1,2.74,1.98,0.94,3.69,4.59,2.44,3.21,2.39,3.49,2.98,4.31,4.72,1.04,1.3,2.4,4.42,5.7,0.77,6.07,1.95,4.95,0.5,5.5,5.18,1.2,6.55,3.25,1.62,5.36,1,0.7,5.87,0.3,5.22,0.22,5.02,2.75,6.34,1.55,4.03,3.28,5.87,0.3,5.22,0.22,5.02,2.75,6.34,1.55,4.03,3.28,3.43,1.54,2.64,3.05,1.46,1.55,2.65,5.83,0.46,2.29
March,2.61,0.25,2.3,2.29,5.28,4.42,5.39,3.16,0.86,2.37,1.69,1.67,1.21,4.66,1.22,2.12,1.25,2.81,3.17,4.36,0.71,4.72,3.93,2.9,1.97,3.22,4.98,3.25,0.67,2.06,2.37,2.58,1.63,2.75,4.03,4.31,2.27,1.56,0.84,3.59,3.86,6.1,3.8,3.13,2.52,0.79,2.87,2.15,4.59,2.58,4.63,3.61,3.28,3.39,2.69,0.73,2.57,4.8,4.57,5.46,1.76,3.03,1.98,1.4,6.95,2.91,3.19,2.37,1.97,1.23,2.09,1.98,5.2,1.72,1.03,3.25,0.42,2.92,3.3,3.36,2.19,2.45,2.31,1.5,2.74,3.03,0.42,2.92,3.3,3.36,2.19,2.45,2.31,1.5,2.74,3.03,5.1,2.6,2.71,2.45,1.82,1.42,3.65,2.08,1.96,0.99
April,1.59,2.73,2.9,2.66,3.61,1.3,1.11,2.94,1.74,0.97,1.39,1.51,5.2,2.25,2.36,2.09,3.74,4.47,0.65,1.71,1.55,3.34,2.72,2.08,2.29,2.35,1.03,3.8,1.84,1.78,2.05,2.45,1.4,2.52,2.6,0.95,1.97,1.45,0.74,2.04,1.8,2.12,3.38,2.76,3.85,2.62,2.59,2.49,2.47,2.82,2.98,2.5,2.39,2.22,3.22,4.77,3.15,1.25,4.03,1.48,1.54,2.77,2.04,1.69,3.17,4.8,1.6,3.37,2.99,1.8,2.53,2.15,4.24,1.08,2,3.56,5.03,4.39,2.05,2.31,3.26,1.39,3.58,0.57,2.21,3.08,5.03,4.39,2.05,2.31,3.26,1.39,3.58,0.57,2.21,3.08,3.06,4,2.85,1,2.14,2.59,0.64,1.36,3.07,2.34
May,2.26,2.78,1.67,3.15,0.36,3.08,0.96,4.24,1.82,3.16,2.23,2.05,2,1.76,3.3,1.61,2.2,2.97,2.47,2.53,2.2,1.71,3.88,4.12,2.51,2.32,4.33,1.7,1.35,2.01,2.15,7.27,2.33,1.04,1.75,2.96,3.7,5.57,2.9,3.07,1.19,0.6,2.11,4.08,2.77,1.2,1.09,2.95,2.88,2.85,0.77,3.36,4.15,2.58,2.15,3.09,2.56,2.8,2.91,2.62,1.42,3.7,2.64,2.76,1.85,6.88,1.8,1.59,4.63,5.6,3.6,4.48,1.16,0.92,2.92,2.04,2.25,4.33,1.93,2.76,0.76,0.67,2.25,3.78,2.45,1.29,2.25,4.33,1.93,2.76,0.76,0.67,2.25,3.78,2.45,1.29,1.82,2.37,2.38,3.79,4.11,1.51,1.27,3.28,1.07,1.68
June,3.62,2.83,3.83,4.07,1.95,7.26,3.09,3.63,4.35,3.27,0.77,4.96,1.96,0.25,1.48,2.01,3.95,7.14,3.28,0.97,2.91,3.52,2.77,3.46,5.02,3.38,1.89,7.31,4.46,1.28,3.89,1.89,0.36,2.75,0.79,3.95,2.95,3.51,2.54,3.77,3.21,3.39,3.42,3.19,2.06,4.6,1.8,1.41,1.74,0.94,3.15,1.71,6.06,1.9,2.87,3.39,3.59,4.56,2.48,3.89,2.12,4.14,1.78,1.88,2.25,3.06,0.33,2.78,1.52,2.8,0.09,3.25,5.15,6.7,1.39,4.8,6.31,0.41,2.89,2.62,3.66,2.71,2.42,3.99,2.47,0.93,6.31,0.41,2.89,2.62,3.66,2.71,2.42,3.99,2.47,0.93,1.39,3.28,3.86,2.88,2.62,3.67,1.91,4.81,2.85,2
July,3.42,4.46,4.62,2.4,1.78,2.76,4.61,5.03,1.47,1.88,2.85,4.77,5.52,1.14,1.1,3.06,3.8,4.51,4.36,1.68,4.55,3.8,4.94,0.66,5.16,6.29,3.22,5.15,2.93,3.41,1.97,3.42,1.18,6.11,3.03,3.83,4.1,3.56,3.25,3.39,7.55,2.38,2.3,1.13,2.26,4.36,2.84,2.28,3.51,1.89,2.88,3.24,2.67,5.84,6.18,5.65,0.59,4.53,1.13,3.75,5.21,2.6,2.55,5.04,2.55,7.27,1.65,4.76,4.84,4.26,2.65,2.88,3,1.83,3.1,6.26,4.81,6.65,3.68,5.58,1.95,4.7,2.97,4.9,7.08,5.94,4.81,6.65,3.68,5.58,1.95,4.7,2.97,4.9,7.08,5.94,3.46,3.66,6.68,6.86,1.27,5.98,4.66,5.33,4.18,6.8
August,3.14,8.03,7.05,5.09,7.48,5.2,2.55,2.31,5.13,2.89,4.55,5.75,2.82,2.55,3.02,2.06,1.5,3.36,5.02,5.04,3.21,3.96,5.91,5.31,6.49,1.7,4.91,3.5,4.05,2.7,1.9,2.2,1.51,3.57,5.91,5.63,7.79,4.64,3.57,5.15,4.37,3.32,3.44,6.25,2.37,5.47,2.34,3.49,4.51,4.17,3.95,3.89,4.29,3.3,3.13,5.35,3.16,7.22,2.1,3.4,4.4,2.47,5.14,3.8,2.9,2.19,5.03,5.36,4.85,6.4,3.9,5.14,4.7,5.12,5.12,5,5.84,1.45,1.53,2.93,1.65,2.81,2.26,3.32,1.91,2.12,5.84,1.45,1.53,2.93,1.65,2.81,2.26,3.32,1.91,2.12,5.05,3.41,5.58,7.2,0.98,10.74,5.6,4.83,0.39,5.97
September,1.11,4.73,3.63,3.53,5.6,2.61,4.28,5.48,4.94,4,0.67,6.27,2.87,1.82,6.75,2.69,4.69,7.14,2.9,4.03,5.35,4.44,3.41,5.8,3.06,5.47,2.51,2.83,6.6,3.16,3.98,3.06,3.9,1.95,3.65,1.25,3.99,4.04,4.39,0.79,1.44,6.95,5.07,0.42,6.93,1.52,0.66,0.99,4.86,1.2,2.88,1.61,0.83,3.34,2.84,0.32,3.63,2.04,1.91,2.76,1.5,2.83,2.73,10.1,2,2.62,1.22,4.05,4.6,3.33,4.04,3.53,6.77,0.91,1.77,4.15,4.6,4.22,1.3,2.71,5.65,6.2,1.51,1.77,1.27,3.75,4.6,4.22,1.3,2.71,5.65,6.2,1.51,1.77,1.27,3.75,2.49,4.45,2.73,4.93,2.24,3.03,7.98,4.45,0.24,3.47
