EDINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST383396,Long,-2.883,Lat,51.1525,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.63,1.27,1.17,2.51,2.56,3.37,0.9,1.61,1.67,4.16,4.24,2,1.39,3.22,3.55,0.85,4.6,0.94,1,1.53,3.71,0.78,3.75,5.84,0.79,,,,,4.77,4.05,2.35,3.74,1.61,4.35,2.62,3.47,3.35,4.39,0.87,3.61,2.22,2.93,1.54,2.42,0.52,3.39,4.41,2.85,4.94,2.27,3.02,3.28,5.32,2.41,2.93,1.81,2.2,5.19,0.89,0.52,3.29,2.67,0.71,2.8,2.84,3.88,,,,
February,0.82,0.41,1.83,3.17,2.95,0.3,0.5,4.56,1.39,3.04,3.37,0.8,1.53,1.86,4.1,0.83,2,1.48,1.17,0.33,4.11,2.14,2.72,1.05,3.24,,,,,5.33,0.8,0.24,2.48,6.29,0.32,3.79,2.09,2.97,2.5,1.76,0.71,2.53,0.06,4.57,0.34,2.63,2.19,4.88,1.03,1.22,2.32,2.64,0.44,1.17,1.11,2.03,1.85,1.39,1.15,1.49,4.27,3.28,1.15,1.52,2.87,2.74,0.31,,,,
March,1.18,1.83,0.45,0.79,1.74,1.82,2.7,3.46,0.82,0.42,0.73,1.55,2,3.11,1.35,4.1,1.78,0.91,2.92,2.78,0.48,2.19,4.6,3.11,5.67,,,,,5.72,1.87,1.36,2.08,1.42,0.86,0.52,0.91,3.61,2.94,0.22,2.22,1.22,1.7,3,2.22,0.93,2.72,4.06,0.19,1.25,2.24,2.82,1.85,1.17,0.25,0.56,0.9,5.14,1.03,1.56,0.84,3.74,2.45,0.73,3.83,1.12,0.83,,,,
April,2.82,0.87,1.52,0.18,2.25,1.83,1.04,3.29,1.49,3.16,1.61,2.58,1.45,2.35,1.08,1.97,1.12,4.54,1.54,2.61,2.46,2.11,0.28,2.72,1.24,,,,,1.44,4.58,0.77,2.81,1.83,2.45,2.88,2.71,2.21,1.06,0.76,2.7,2.35,2.72,1.18,2.74,4.13,2.37,2.55,0.08,3.12,2.35,2.35,0.93,0.97,1.81,0.75,3.8,2.4,1.81,1.53,2.59,4.68,2.39,3.08,0.51,1.1,1.5,,,,
May,2.61,2.03,0.72,1.17,3.17,0.46,0.25,1.53,3.91,1.37,2.25,0.97,2.17,2.71,1.37,0.28,5.03,2.76,1.58,1.37,2.18,1.48,2.37,3.78,1.38,,,,,0.89,1.63,2.25,0.68,1.6,4.3,3.71,1.83,1.31,1.1,2.18,1.76,3.61,4.29,1.86,1.07,1.3,0.87,2.33,2.36,1,2.44,0.66,5.31,2.15,2.08,4.74,5.02,3.15,3.02,2.56,1.86,3.23,3.38,1.5,2.67,3.65,0.78,,,,
June,3.55,1.2,2.72,1.32,2.76,1.08,2.35,2.39,2.42,0.56,3.58,1.4,3.44,4.19,1.03,5.15,2.44,2.98,1.07,2.74,5.63,1.8,4.01,1.48,2.16,,,,,0.51,3.16,0.93,1.16,0.56,3.49,0,3.04,2.42,2.98,2.58,0.58,4.66,1.15,1.54,1.68,2.42,2.85,0.82,1.22,3.43,0.92,1.78,0.75,1.7,2.55,3.79,3.1,1.28,2.16,0.51,2.25,1.28,2.56,2.59,3.21,2.79,1.66,,,,
July,5.47,3.15,2.93,6.01,4.21,2.88,1.57,2.27,0.37,1.04,1.02,2.39,1.57,2.99,3.92,1.93,1.23,3.55,1.25,2.22,2.5,0.12,2.3,0.62,4.51,,,,,4.6,5.46,0.55,3.19,1.38,4.33,3.38,3.38,3.38,1.99,1.38,2.31,5.65,2.4,2.07,0.7,0.31,5.6,3.34,3.76,4.34,3.53,2.39,2.79,2.77,2.78,2.04,1.89,2.51,1.77,2.17,4.3,2.56,0.39,3.07,3.42,0.71,3.03,,,,
August,3.4,5.47,2.29,1.37,4.15,3.93,2.27,4.44,3.49,1.41,2.66,2.3,3.26,4.5,2.4,4.99,2.71,2.74,3.2,2.61,5.37,1.81,9.65,1.56,3.11,,,,,4.55,1.67,1.57,4.73,2.62,8.05,4.8,1.71,3.52,2.3,3.66,3.12,3.65,1.66,1.04,4.6,1.76,0.52,1.8,2.59,2.01,0.18,4.24,4.99,4.34,2.63,1.8,4.11,1.21,5.11,1.79,5.04,5.2,3.74,2.3,3.37,0.82,3.02,,,,
September,0.82,2.3,2.37,2.49,2.83,1.23,6.38,3.34,1.04,2.61,0.39,2.27,2.06,3.33,1.95,1.26,0.88,0.71,3.22,2.88,0.15,1.19,1.01,3.19,2.25,,,,,2.26,1.37,0.73,1.88,2.58,4.29,3.53,1.84,7.61,1.36,0.52,4.09,1.96,5.54,2,2.6,3.55,4.12,3.07,3.2,0.87,1.84,1,2.61,2.73,2.64,2.67,4,1.4,1.63,2.41,4.41,2.32,3.61,2.87,3.63,1.97,3.35,,,,
October,1.45,7.75,2.48,5.1,2.59,4.99,2.28,1.21,5.84,2.74,3.13,1.99,2.46,6.63,2.8,0.76,4.28,5.53,3.3,5.48,4.71,3.33,4.74,4.17,2.63,,,,,3.49,2.74,1.01,0.88,5.16,5.04,2.56,5.25,2.37,6.02,5.22,2.97,0.86,6.32,3.33,3.85,4.49,1.73,3.38,2.84,3.39,4.62,1.67,3.12,3,4.1,3.78,1.26,0.88,3.01,5.21,2.27,1.11,4.32,2.78,2.89,1.62,1.39,,,,
