"THORPE ST. ANDREW (PINE BANKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2165,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.16,0.79,0.85,1.46,2.81,2.72,3.19,2.02,5.15,1.38,,
February,2.10,0.63,1.80,0.81,2.19,2.37,2.77,0.86,0.91,1.23,,
March,0.75,1.82,2.25,1.14,0.55,0.49,2.85,0.30,2.12,2.99,,
April,3.40,2.66,1.32,2.46,2.37,1.21,2.13,0.55,3.30,1.38,,
May,3.51,3.62,1.66,2.24,1.24,0.72,3.76,1.72,0.96,0.46,,
June,1.50,0.53,2.01,1.73,3.09,3.99,0.92,0.81,1.74,0.35,,
July,3.37,3.38,1.18,1.69,0.72,3.82,1.62,2.31,1.09,4.94,,
August,3.21,2.06,0.94,1.62,1.15,1.62,0.96,1.35,1.03,1.39,,
September,2.20,2.43,2.62,1.55,2.91,2.52,1.95,2.81,1.20,0.98,,
October,1.07,4.19,2.72,1.63,3.08,1.79,1.59,2.72,5.46,2.17,,
November,1.74,1.46,2.11,1.79,3.49,2.97,2.21,2.28,4.38,6.13,,
December,1.55,0.74,0.73,3.62,1.66,1.84,2.90,2.95,2.50,2.30,,
Total,26.56,24.31,20.19,21.74,25.26,26.06,26.85,20.68,29.84,25.70,,
Calc annual,26.56,24.31,20.19,21.74,25.26,26.06,26.85,20.68,29.84,25.70,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
