"KENLEY (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ325601,Long,-0.099785,Lat,51.324577,,,,,,,
Station no,90,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.95,2.68,1.30,1.33,2.79,4.13,1.76,2.73,3.05,2.31,,
February,7.20,0.88,1.58,2.47,1.71,0.34,3.39,2.06,0.04,2.12,,
March,3.68,3.08,0.40,2.36,1.27,0.81,1.16,1.53,2.28,1.94,,
April,2.92,1.28,2.56,0.25,0.24,1.32,0.19,1.49,2.49,0.70,,
May,2.38,1.28,1.98,3.02,4.17,0.38,1.38,2.37,0.75,1.56,,
June,1.06,1.20,1.75,3.58,2.27,2.98,0.98,4.98,1.01,1.41,,
July,2.61,0.76,3.66,2.73,0.38,4.99,3.44,2.76,0.80,2.86,,
August,3.61,2.84,1.60,3.02,1.47,2.89,2.92,2.75,2.16,2.99,,
September,2.91,2.99,2.89,2.19,2.22,2.64,2.83,5.76,0.22,3.40,,
October,1.09,2.98,4.17,2.29,3.71,1.25,1.92,3.30,2.61,5.93,,
November,6.73,3.44,1.47,5.64,1.16,0.68,3.12,1.74,3.19,4.78,,
December,3.07,2.30,0.71,1.88,2.55,3.74,2.43,3.29,5.46,2.66,,
Total,41.21,25.71,24.07,30.76,23.94,26.15,25.52,34.76,24.06,32.66,,
Calc annual,41.21,25.71,24.07,30.76,23.94,26.15,25.52,34.76,24.06,32.66,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
