"WIGAN W.W. (BILLINGE HIGHER END)",,,,,,,,,,,,
Grid ref,SD525030,Long,-2.717906,Lat,53.521510,,,,,,,
Station no,2993,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.37,,,,,,,,,,,
February,2.45,,,,,,,,,,,
March,4.79,,,,,,,,,,,
April,1.71,,,,,,,,,,,
May,3.60,,,,,,,,,,,
June,1.09,,,,,,,,,,,
July,2.55,,,,,,,,,,,
August,4.99,,,,,,,,,,,
September,3.53,,,,,,,,,,,
October,1.08,,,,,,,,,,,
November,8.91,,,,,,,,,,,
December,7.30,,,,,,,,,,,
Total,45.37,,,,,,,,,,,
Calc annual,45.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
