"SUNDRIDGE RESERVOIR PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,377,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,0.97,3.53,
February,,,,,,,,,,0.38,1.24,
March,,,,,,,,,,0.02,1.84,
April,,,,,,,,,,1.20,1.59,
May,,,,,,,,,,2.01,2.39,
June,,,,,,,,,,0.94,0.53,
July,,,,,,,,,,1.48,2.65,
August,,,,,,,,,,2.89,2.91,
September,,,,,,,,,,0.25,4.30,
October,,,,,,,,,,3.46,1.74,
November,,,,,,,,,,7.37,5.16,
December,,,,,,,,,,6.64,2.31,
Total,,,,,,,,,,27.61,30.19,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.61,30.19,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,
