SUNDRIDGE-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ489556,Long,0.133541,Lat,51.280089,Elevation,270,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,0.97,3.53,1.92,2.31,1.99,2.5,1.14,5.43,5.82,3.33,4.77,2.5,2.81,3.52,5.78,1.73,2.38,2.18,2.72,3.88,1.1,1.15,2.87,2.95,1.08,1.72,3.65,4.51,1.85,3.06,2.82,2.94
February,,,,,,,,,,0.38,1.24,2.45,0.56,2.1,0.12,4.68,1.9,5,1.03,1.64,2.2,2.71,0.94,1.92,1.1,1.86,2.92,1.99,2.7,1.24,4.94,6.8,0.95,1.92,2.31,2.23,0.46,4.06,2.33,0.08,2.24
March,,,,,,,,,,0.02,1.84,0.36,1.64,3.77,2.6,0.44,1.16,3.22,0.45,1.65,2.88,3.13,2.28,0.29,0.03,1.24,1.67,6.16,0.82,0.97,1.25,3.96,3.25,0.4,2.78,1.48,0.99,1.41,1.99,1.65,1.72
April,,,,,,,,,,1.2,1.59,4.84,2.5,0.7,2.54,3.35,1.96,2.83,0.61,2.78,1.71,1.76,1.65,1.42,1.85,1.43,3.64,1.86,1.64,1.61,3.96,3.06,1.52,2.56,0.31,0.25,1.44,0.18,1.54,1.99,0.96
May,,,,,,,,,,2.01,2.39,2.91,4.05,2.12,0.76,1.71,0.41,2.24,2.38,1.85,2.3,2.18,2.99,2.82,0.85,3.15,3.51,1.55,2.05,1.78,1.18,2.11,1.25,1.68,2.6,4.35,0.75,1.58,1.66,1.06,2.04
June,,,,,,,,,,0.94,0.53,1.32,1.14,1.82,1.68,2.64,3.36,2.49,0.55,0.76,0.48,2.31,0.17,1.46,1.31,1.54,2.2,2.13,4.34,0.72,1.84,1.45,1.41,1.75,3.45,1.99,3.56,1.11,4.74,1.18,1.9
July,,,,,,,,,,1.48,2.65,3.01,2.26,2.15,1.48,0.9,4.01,0.7,1.42,2.43,2.96,2.13,2.15,1.99,1.15,4.82,2.15,0.78,1.57,0.77,2.54,2.93,0.71,4.01,3.02,0.27,4.24,3.91,2.12,1.8,3.17
August,,,,,,,,,,2.89,2.91,4.54,0.93,0.73,2.17,3.32,0.65,2.99,1.5,2.87,0.08,4.09,2.49,0.89,3.18,2,4.61,0.24,5.15,1.47,2.29,5.26,3.99,1.84,3.36,1,2.35,2.87,4.03,0.88,3.52
September,,,,,,,,,,0.25,4.3,2.08,2.21,3.28,1.97,4.01,2.02,1.96,2.08,1.49,1.15,0.6,1.92,1.57,3.09,1.21,3.12,1.3,1.55,1.11,3.49,3.3,3.04,3.86,2.43,2.56,2.61,3.1,7.12,0.16,3.57
October,,,,,,,,,,3.46,1.74,0.68,6.8,2.29,2.11,3.92,2.47,2.57,3.1,7.7,3.73,1.18,3.33,3.03,5.49,3.3,1.24,0.3,2.07,7.95,0.18,1.46,3,3.89,2.2,5.03,1.41,1.66,3.34,3.38,7.58
November,,,,,,,,,,7.37,5.16,3.79,1.35,1.17,3.69,6.49,4.57,1.72,3.07,5.93,8.21,3.16,1.84,1.68,4.83,1.2,4.54,1.16,1.79,2.73,6.25,4.86,4.67,1.44,5.07,0.99,0.92,4.21,1.63,3.45,5.46
December,,,,,,,,,,6.64,2.31,0.6,0.62,0.78,7,4.14,2.8,4.77,3.22,1.61,1.76,2.51,2.81,2.08,2.04,3.87,2.9,3.02,4.12,1.65,2.33,2.69,2.91,0.94,1.77,2.72,3.89,2.3,3.59,5.56,3.94
Total,,,,,,,,,,27.61,30.19,28.5,26.37,22.9,28.62,36.74,30.74,36.31,22.74,35.48,29.96,28.57,26.09,24.93,26.65,28,34.68,23.21,31.68,23.1,31.4,40.75,29.65,25.37,31.02,26.52,27.13,28.24,37.15,24.01,39.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
