"HORSEWAY LOCK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3053,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,1.08,1.20,0.81,1.25,1.18,1.61,0.93,0.75,,
February,,,0.78,0.63,0.54,0.51,1.58,1.36,0.84,1.47,,
March,,,1.20,0.78,0.65,0.21,1.33,1.03,0.22,0.56,,
April,,,1.35,0.87,0.72,0.70,2.00,2.46,1.09,1.90,,
May,,,1.22,1.56,1.55,1.19,0.94,1.38,4.34,2.55,,
June,,,2.40,1.94,0.79,1.96,2.00,1.60,1.60,3.76,,
July,,,5.41,1.59,0.80,4.60,1.42,1.87,0.62,3.32,,
August,,,3.71,2.48,1.67,2.13,1.57,2.56,4.29,3.05,,
September,,,1.27,2.12,1.78,1.62,2.79,1.36,0.69,2.45,,
October,,,2.58,1.69,1.41,2.73,0.69,0.92,1.32,0.65,,
November,,,1.75,1.39,1.27,3.15,1.73,2.10,2.65,0.75,,
December,,,1.93,0.42,0.86,0.33,2.03,1.05,1.15,0.35,,
Total,,,24.68,16.67,12.85,20.38,19.26,19.30,19.74,21.56,,
Calc annual,0.00,0.00,24.68,16.67,12.85,20.38,19.26,19.30,19.74,21.56,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
