DENVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF588010,Long,0.3424343,Lat,52.583619,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1460/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.07,3.29,2.59,3.6,1.57,1.88,3,4.2,2.06,2.05,1.23,1.29,3.52,0.92,1.08,2.39,1.63,1.12,1.28,1.52,2.67,1.64,2.09,2.59,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,2.38,2.75,0.67,0.54,1.8,3.1,0.92,0.65,1.24,1.02,1.92,0.93,0.53,0.71,2.65,2.23,0.71,1.38,1.99,2.17,1.05,1.91,2.89,0.16,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.78,3.01,0.38,2.03,2.37,3.24,1.49,0.56,0.25,1.93,0.79,3.24,0.47,0.83,0.58,3.39,2.53,1.16,2.07,1.47,0.56,1.75,0.9,1.74,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.88,2.63,0.69,1.94,1.46,0.8,1,1,1.61,1.29,1.02,1.39,0.75,1.71,2.28,2.75,1.39,1.94,2.3,0.59,0.68,0.27,0.77,1.29,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.14,3.28,1.95,0.84,0.81,2.31,2.74,1.85,1.09,1.71,1.25,0.09,3.68,2.37,2.73,2.46,2.13,1.47,2.35,2.62,0.77,1.05,2.19,0.52,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.37,1.68,1.13,1.9,0.21,1.09,0.79,2.21,1.64,2.72,2.18,2.61,2.98,0.86,1.6,1.12,1.05,4.4,2.66,1.81,2.17,0.9,3.67,0.88,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,5.07,2.52,2.59,2.92,2.65,2.95,3.13,0.96,2.52,0.83,1.72,1.73,1.66,1.2,4.77,0.6,0.57,2.42,3.14,0.06,2.28,2.31,3.06,2.33,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.1,2.31,1.32,2.49,0.62,4.16,1.76,1.82,1.34,1.98,3.02,0.31,2.82,1.48,2.78,3.73,2.32,2.5,4.89,0.76,4.05,1.3,2.73,1.41,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.32,1.34,2.92,2.07,0.85,0.73,1.39,1.59,3.9,2,3.49,0.88,1.91,0.52,2.45,2.35,2.87,1.15,2.33,1.49,1.04,3.86,3.04,0.02,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.68,1.89,2.48,3.92,1.75,2.19,3.3,1.45,3.49,3.82,1.87,0.24,3.12,3.25,0.51,1.36,1.81,2.21,1.99,2.14,1.62,1.34,1.93,1.58,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
