GORLESTON-COASTGUARD-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG534037,Long,1.738153,Lat,52.572037,Elevation,5,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.52,2.01,2.48,3.06,2.09,1.5,4.83,1.58,2.2,1.19,2.3,1.91,2.98,1.35,1.7,2.17,0.85,0.71,1.56,2.86,2.7,3.27,1.81,5.58,1.23,1.74,2.76,4.01,2.01,2.31,1.47,1.36,3.83,1.17,1.13,2.26,2.6,1.08,1.9,1.62,3.47,1.16,1.74,3.13,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.42,0.79,0.95,2.02,0.63,0.26,2.2,3.33,1.61,1.91,2.08,2.06,1.3,0.41,1.04,2.52,0.59,1.7,0.32,1.52,2.94,2.71,0.78,0.8,0.82,1.82,0.7,0.55,1.6,1.72,3.04,2.14,0.44,0.99,3.5,3.2,1.11,1.56,1.94,1.93,2.02,2.09,2.79,0.15,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.88,2.56,0.79,0.91,1.01,0.99,1.62,1.45,0.44,1.58,0.25,1.85,1.16,0.11,1.37,0.47,1.76,1.49,1.47,0.73,0.55,2.16,0.56,1.89,2.75,2.37,2.01,0.33,0.37,1.7,1.22,4.2,0.44,1.34,0.34,2.75,2.37,0.39,2.04,1.62,0.81,1.61,1.79,0.75,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,2.02,2.36,3.03,1.62,2.96,1.19,2.35,0.63,1.98,2.19,2.61,1.87,1.32,1.03,1.57,2.92,2.12,0.78,1.93,2.24,1.28,1.68,0.78,2,1.59,0.82,0.34,0.74,1.54,2.21,0.46,1.39,1.33,1.44,2.06,3.56,1.2,2.36,0.44,0.37,0.74,0.47,0.99,2,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.02,0.35,0.79,1,2.22,0.7,0.39,1.2,3.9,2.35,1.35,0.49,1.79,0.83,2.69,3.11,2.57,1.63,1.17,1.25,0.7,2.13,1.85,0.71,0.14,2.19,1.12,1.17,1.18,2.24,1.28,0.53,2.19,1.63,1.98,1.87,1.18,1.27,1.78,1.72,0.69,1.39,3.08,0.31,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.86,2.21,0.83,1.56,1.86,0.57,1.91,0.85,1.91,0.85,2.65,4.55,2.11,0.45,0.59,2,0.19,2.76,1.29,2.56,2.72,0.9,0.96,1.13,0.51,0.52,1.43,1.42,1.68,2.32,2.96,1.2,3.19,0.45,2.61,1.65,1.15,1.67,2.41,2.56,1.52,2.27,3.94,0.59,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.18,2.95,4.06,2.64,3.01,0.4,4.41,1.59,2.46,1.34,2,1.63,1.67,2.96,4,3.62,3.12,1.62,3.03,1.18,3.52,1.91,1.66,1.21,4.76,1.6,3.61,0.52,1.53,1.39,3.98,1.48,1.89,0.66,2.07,3.38,1.62,3.41,2.27,0.21,1.85,2.75,3.47,1.02,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.27,1.91,4.8,1.88,2.05,1.95,1.89,1.36,2.96,2.23,2.4,1.96,2.87,1.79,1.08,2.55,2.87,2.09,0.82,1.78,1.52,1.07,0.28,0.35,3.15,0.8,4.19,1.07,1.65,1.81,3.17,4.35,0.29,2.92,0.66,1.87,2.47,3.57,2.27,5.13,1.13,3.53,3.05,3.39,2.4,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.24,1.5,1.46,3.7,0.39,1.9,1.47,3.22,1.36,2.46,3.14,1.09,5.65,1.41,0.32,6.41,2.02,1.57,3.04,1.51,3.42,2.8,2.98,2.37,1.45,1.03,0.35,1.67,2.97,4.43,1.42,3.49,0.5,1.18,1.52,2.91,1.72,3.52,2.08,1.51,1.01,1.3,3.58,1.7,0.11,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.24,2.88,3.11,2.55,3.13,0.29,0.92,1.23,3.26,4.35,1.91,2.84,2.13,2.13,2.93,1.04,1.2,3.87,4.09,1.83,2.2,2.59,1.65,2.54,6.22,2.18,3.19,4.24,1.36,3.74,1.94,2.08,0.27,1.42,2.43,1.22,0.68,1.8,1.74,2.54,3.77,3.79,1.24,2.17,2.81,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
