"GORLESTON COASTGUARD STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1412,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.09,1.50,4.83,1.58,2.20,1.19,2.30,1.91,2.98,1.35,1.70,
February,0.63,0.26,2.20,3.33,1.61,1.91,2.08,2.06,1.30,0.41,1.04,
March,1.01,0.99,1.62,1.45,0.44,1.58,0.25,1.85,1.16,0.11,1.37,
April,2.96,1.19,2.35,0.63,1.98,2.19,2.61,1.87,1.32,1.03,1.57,
May,2.22,0.70,0.39,1.20,3.90,2.35,1.35,0.49,1.79,0.83,2.69,
June,1.86,0.57,1.91,0.85,1.91,0.85,2.65,4.55,2.11,0.45,0.59,
July,3.01,0.40,4.41,1.59,2.46,1.34,2.00,1.63,1.67,2.96,4.00,
August,1.95,1.89,1.36,2.96,2.23,2.40,1.96,2.87,1.79,1.08,2.55,
September,1.90,1.47,3.22,1.36,2.46,3.14,1.09,5.65,1.41,0.32,6.41,
October,0.29,0.92,1.23,3.26,4.35,1.91,2.84,2.13,2.13,2.93,1.04,
November,0.79,3.08,2.02,3.40,1.52,3.91,2.76,4.72,2.87,3.45,3.72,
December,2.29,1.94,2.00,2.75,2.25,2.64,1.01,2.21,2.88,3.82,2.04,
Total,21.00,14.91,27.54,24.36,27.31,25.41,22.90,31.94,23.41,18.74,28.72,
Calc annual,21.00,14.91,27.54,24.36,27.31,25.41,22.90,31.94,23.41,18.74,28.72,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
