BANBRIDGE KATESBRIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ2077440708,Long,-6.145306,Lat,54.300984,Elevation,230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,3.02,1.07,6.93,2.61,1.73,0.87,0.87,1.17,3.47,3.18,1.94,2.84,2.85,1.95,2,2.43,0.85,2.16,3.38,2.93,1.54,1.26,2.43,1.29,3.06,2.11,3.15,2.07,4.15,2.99,2.51,2.92,1.05,2.04,2.03,2.24,1.26,5.05,4.18,,,,,,
February,,,,,,1.92,3.06,2.17,1.98,2.55,2.84,3.22,1.66,4.45,3.16,3.32,1.35,0.98,0.6,1.6,1.11,0.2,2.05,2.51,2.18,0.24,1.53,1.54,1.81,3.02,2.19,1.4,3.42,2.03,3.6,1.4,2.21,1.58,1.45,1.1,3.29,2.23,3.15,1.1,,,,,,
March,,,,,,1.19,2.38,3.5,1.13,2.05,5.09,3.34,2.76,1.59,2.1,1.58,2.51,1.18,2.91,6.17,2.57,0.85,0.48,0.78,0.62,1.86,2.14,4.1,0.78,1.45,0.86,2.07,1.62,4.48,2.07,3.73,1.82,2.87,4.19,3.7,1.48,1.19,3.77,2.61,,,,,,
April,,,,,,0.25,2.08,4.01,0.94,1.57,1.13,1.59,3.29,2,1.75,2.37,1.85,1.1,1.72,4.22,0.98,3.15,0.56,0.7,1.83,1.57,0.87,1.61,2.38,3.28,1.63,2.18,2.26,1.22,1.43,2.12,1.75,2.48,2.55,3.39,1.81,2.12,1.35,2.55,,,,,,
May,,,,,,1.2,0.53,3.73,3.97,3.6,0.19,2.29,1.22,3.1,2.58,1.45,5.22,1.22,1.77,1.45,1.05,2.5,3.34,0.85,2.04,0.37,0.29,1.42,3.28,3.57,2.43,2,3.47,2.31,0.95,0.85,3.44,3.32,2.03,1.25,1.15,1.49,1.3,4.02,,,,,,
June,,,,,,3.29,2.01,1.93,2.05,2.42,3.84,3.64,1.2,0.97,0.2,0.35,1.25,0.4,3.35,0.05,1.95,3.1,1.44,1.41,2.75,0.75,2.54,4.72,2.58,2.53,2.44,1.73,2.29,1.32,2.03,2.32,0.75,3.72,1.84,1.88,3.77,2.14,3.73,2.38,,,,,,
July,,,,,,2.82,1.06,2.55,1.01,5.95,4.32,2.03,3.75,2.9,2.7,1.71,3.83,2.1,4.47,3.35,0.75,1.35,2.11,2.08,2.48,4.72,5.5,0.54,0.56,3.13,2.72,0.76,3.36,4.36,3.56,1.03,1.8,2.29,2.19,2.34,3.16,1.92,3.59,1.33,,,,,,
August,,,,,,2.41,3.09,3.59,1.45,4.51,0.58,3.08,5.6,4.19,1.35,1.52,1.45,1.9,2.18,4.17,2.45,4.17,5.05,4.47,1.35,3.27,1.6,4.04,3.12,1.36,4.58,2.47,1.84,4.68,4.87,6.58,3.49,2.74,1.71,1.62,3.18,1.4,4.47,0.7,,,,,,
September,,,,,,3.45,4.24,1.28,2.55,5.49,3.37,1.99,5.25,4.36,2.45,3.65,2.32,1.75,0.3,1.23,1.7,1.5,2.53,1.34,0.25,0.42,3.3,0.58,2.5,1.72,1.39,3.04,3.32,3.63,2.63,0.98,0.71,1.1,3.7,1.29,0.8,0.84,0.45,4.9,,,,,,
October,,,,,,5.14,4.42,2.64,2.63,0.95,2.29,3.39,3.13,3.05,1.4,2.47,3.96,2.25,1.5,3.3,1.4,2.82,5.15,1.33,4.45,2.15,1.25,1.96,3.77,2.43,3.48,2.52,1.46,4.21,0.85,1.01,4.52,5.16,2.14,5.17,0.91,3.48,2.17,3,,,,,,
November,,,,,,3.31,3.89,3.17,1.23,1.19,2.83,4.01,5.06,3.59,3.5,1.83,2.7,2.47,4.02,0.78,6.3,3.54,3.05,1.42,1.42,3.01,0.82,2.96,2,2.66,4.99,5.04,2.96,1.87,1.97,3.19,1.73,2.71,2.32,0.94,2.08,3.55,2.3,2.77,,,,,,
December,,,,,,1.53,9.26,2.43,1.24,1.24,2.41,2.58,3.55,1.92,2.67,0.66,3.49,1.35,2.25,2.37,2.05,3.34,1.35,2.64,2.4,3.17,3.53,3.07,1.95,4.02,3.11,2.26,2.54,2.85,2.07,1.74,2.49,2.11,3.73,2.42,4.84,6.15,4.07,2.58,,,,,,
Total,,,,,,29.53,37.09,37.93,22.79,33.25,29.76,32.03,37.64,35.59,27.04,22.85,32.77,19.55,27.02,30.69,24.74,27.37,29.27,22.91,24.7,23.07,24.63,28.97,26.02,32.23,31.93,28.62,30.61,37.11,29.02,27.46,27.63,31.13,29.89,27.13,28.71,27.77,35.4,32.12,,,,,,
