Rainfall at,CROMARTY
,
Station no,,
,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,1.70,,2.12,1.99,3.74,1.34,1.92,1.53,0.35,0.35,
February,2.00,1.87,2.16,1.41,1.35,1.87,0.74,1.06,0.22,0.83,
March,2.05,0.70,2.38,0.65,0.92,0.61,0.47,0.28,0.91,0.62,
April,1.47,0.34,1.40,1.00,0.54,0.69,0.73,1.19,1.35,1.77,
May,0.27,2.14,0.75,0.81,1.42,1.02,1.73,0.21,0.87,0.68,
June,1.25,0.80,2.45,1.35,0.29,1.10,0.34,0.00,0.79,0.64,
July,3.99,2.55,2.29,2.55,1.42,0.73,1.51,1.04,1.72,0.45,
August,0.38,2.07,1.52,2.82,0.93,1.26,0.61,0.39,0.83,1.85,
September,1.72,1.58,2.99,2.66,0.35,2.88,1.20,0.69,0.84,0.59,
October,1.87,1.88,1.53,2.06,1.82,1.42,1.50,2.02,1.22,2.13,
November,2.06,2.66,2.64,2.66,1.85,0.75,1.63,1.61,0.99,0.92,
December,3.30,1.09,3.61,2.27,1.73,1.50,1.75,0.98,0.70,1.00,
Total,22.06,,25.84,22.23,16.36,15.17,14.13,11.00,10.79,11.83,
Calc annual,22.06,17.68,25.84,22.23,16.36,15.17,14.13,11.00,10.79,11.83,
Difference,-0.00,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
