"ACHNASHELLACH, GLENUAIG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2973,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,17.00,19.00,,,,,,,,,,
February,21.00,13.00,,,,,,,,,,
March,15.00,18.50,,,,,,,,,,
April,9.50,,,,,,,,,,,
May,11.00,,,,,,,,,,,
June,3.50,,,,,,,,,,,
July,11.00,,,,,,,,,,,
August,,10.00,,,,,,,,,,
September,-999.00,9.00,,,,,,,,,,
October,3.00,13.00,,,,,,,,,,
November,10.00,9.50,,,,,,,,,,
December,8.00,24.00,,,,,,,,,,
Total,123.00,138.50,,,,,,,,,,
Calc annual,109.00,116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,14.00,22.50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
