MACCLESFIELD THE PARK,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2726,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.97,1.29,2.62,3.39,2.36,5.69,1.64,2.60,2.09,3.82,,
February,2.85,2.59,0.98,1.27,2.15,3.64,4.27,1.33,3.62,1.01,,
March,0.80,2.15,4.43,4.41,4.83,1.62,2.20,2.10,1.92,4.81,,
April,4.46,2.81,0.64,3.84,1.50,1.63,3.36,2.36,1.46,2.44,,
May,2.67,0.71,2.41,2.97,2.82,1.33,2.57,2.52,2.28,1.40,,
June,2.14,3.64,3.90,2.71,1.67,2.33,3.13,2.32,1.92,2.86,,
July,5.99,0.45,3.58,1.56,4.55,5.45,2.04,1.81,4.82,2.52,,
August,5.46,2.74,6.86,2.22,4.26,3.52,3.36,5.75,3.11,3.69,,
September,0.36,3.13,1.98,1.30,3.24,0.71,2.71,2.22,7.56,2.93,,
October,2.60,2.75,3.31,2.12,1.84,1.37,4.03,5.95,1.88,2.67,,
November,5.12,2.76,2.71,3.18,3.78,1.81,2.65,3.50,1.81,2.67,,
December,2.87,4.94,3.81,2.02,5.64,4.98,2.98,1.42,6.19,5.47,,
Total,38.29,29.96,37.23,30.99,38.64,34.08,34.94,33.88,38.66,36.29,,
Calc annual,38.29,29.96,37.23,30.99,38.64,34.08,34.94,33.88,38.66,36.29,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
