MACCLESFIELD THE PARK,,,,,,,,,,,,
Grid ref,SJ910739,Long,-2.136381,Lat,53.262021,,,,,,,
Station no,2726,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.71,2.17,2.15,3.01,2.80,2.04,4.07,1.33,2.55,1.89,,
February,3.93,1.61,1.33,2.36,2.88,2.21,3.58,1.93,3.14,1.54,,
March,1.03,2.45,2.93,4.85,1.48,3.71,2.82,2.60,2.78,2.94,,
April,2.29,2.79,2.16,1.97,1.90,2.29,2.63,1.71,1.85,2.47,,
May,1.42,1.20,4.61,2.08,2.23,0.82,3.10,3.21,2.28,1.48,,
June,3.78,1.75,1.67,1.28,0.61,2.02,1.83,5.65,2.21,3.04,,
July,3.05,2.71,2.79,3.13,1.60,3.09,1.49,3.60,5.16,4.98,,
August,4.17,2.08,3.12,4.95,4.19,4.19,3.19,5.34,3.00,2.82,,
September,1.65,1.07,1.56,5.05,1.69,2.46,2.32,0.66,3.76,2.25,,
October,5.32,3.62,4.09,6.69,1.26,3.12,5.63,3.48,0.82,4.88,,
November,2.37,3.78,1.70,3.70,2.81,3.55,2.50,2.55,2.89,1.18,,
December,3.91,5.13,2.84,1.64,1.96,0.61,4.23,2.74,2.45,7.13,,
Total,36.63,30.36,30.95,40.71,25.41,30.11,37.39,34.80,32.89,36.60,,
Calc annual,36.63,30.36,30.95,40.71,25.41,30.11,37.39,34.80,32.89,36.60,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
