MACCLESFIELD WEST PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ911741,Long,-2.134888,Lat,53.263821,Elevation,501,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,
January,0.71,0.49,2.86,3.46,4.03,2.18,5.78,2.24,1.99,1.34,3.68,2.97,3.48,1.8,2.92,2.72,1.46,1.55,2.21,3.11,3.71,2.17,2.15,3.01,2.8,2.04,4.07,1.33,2.55,1.89,2.97,1.29,2.62,3.39,2.36,5.69,1.64,2.6,2.09,3.82,3.93,4,3.72,3.16,3.26,2.71,2.97,3.37,6.23,1.84,4.15,4.6,3.52,2.17,2.77,2.89,3.04,3.53,4.13,4.34,2.12,1.2,3.32,4.41,5.44,3.3,3.92,2.29,7.56,2.1,1.83,3.23,4.04,1.75,2.96,2.31,4.94,1.66,3.5,2.69,4.86,,,,,,,,,,,,,,,,,,,
February,2.25,5.11,2.86,2.29,1.53,2.16,0.68,0.75,1.48,1.97,0.61,0.36,2.18,3.56,3.7,0.33,1.97,2.85,2.9,1.13,3.93,1.61,1.33,2.36,2.88,2.21,3.58,1.93,3.14,1.54,2.85,2.59,0.98,1.27,2.15,3.64,4.27,1.33,3.62,1.01,3.85,0.6,3.8,5.5,1.23,5.17,2.9,1.96,3.29,1.02,0.33,4.16,0.33,3.36,0.4,4.52,2.53,5.75,1.55,2.33,2.43,4.1,1.66,2.54,1.82,3.1,6.24,0.7,2.05,1.55,4.5,3.49,2.08,1.64,3.49,2.61,1.1,2.12,4.97,0.59,2.07,,,,,,,,,,,,,,,,,,,
March,1.99,3.97,2.08,0.91,2.58,2.26,2.73,1.8,2.28,3.81,3.51,2.39,1.22,0.84,2.38,3.7,4.32,3.37,1.01,1.71,1.03,2.45,2.93,4.85,1.48,3.71,2.82,2.6,2.78,2.94,0.8,2.15,4.43,4.41,4.83,1.62,2.2,2.1,1.92,4.81,2.57,2.49,2.35,1.78,0.86,1.48,1.81,4.23,1.74,0.81,2.68,0.44,2.38,2.69,2.98,1.46,1.72,2.22,1.27,2.19,2.51,2.59,1.9,0.94,0.64,1.47,1.07,4.7,1.31,1.96,1.7,4.77,2.51,2.35,2.53,2.4,1.52,3.28,1.55,1.79,0.97,,,,,,,,,,,,,,,,,,,
April,1.58,1.44,3.55,1.82,1.24,1.63,1.8,0.91,1.98,2.51,0.98,2.44,1.25,0.54,1.25,2.35,2.07,2.59,2.22,4.34,2.29,2.79,2.16,1.97,1.9,2.29,2.63,1.71,1.85,2.47,4.46,2.81,0.64,3.84,1.5,1.63,3.36,2.36,1.46,2.44,5.23,1.77,2.62,2.81,1.76,2.05,1.38,3.42,1.32,1.26,2.27,4.58,4.15,2.01,2.12,4.16,1.34,3.81,0.38,1.79,2.26,2.13,1.82,1.98,2.45,2.37,1.79,2.63,1,3.09,3.7,2.65,3.73,2.61,0.85,2.15,1.94,0.47,1.27,2.68,1.59,,,,,,,,,,,,,,,,,,,
May,2.64,3.47,1.65,1.05,2.23,1.94,5.51,1.64,0.94,3.1,2.33,4.24,3.65,2.98,2.64,0.76,0.52,1.88,3.1,2.11,1.42,1.2,4.61,2.08,2.23,0.82,3.1,3.21,2.28,1.48,2.67,0.71,2.41,2.97,2.82,1.33,2.57,2.52,2.28,1.4,5.44,2.04,1.36,3.41,4.78,4.25,4.43,1.28,0.89,2.59,2.66,2.78,5.17,1.74,2.17,0.79,0.96,2.08,3.15,1.56,1.53,2.1,4.07,2.46,3.23,3.44,1.6,2.38,1.14,2.3,1.14,1.76,2.1,1.73,3.66,3.18,1.12,2.42,2.85,0.99,1.89,,,,,,,,,,,,,,,,,,,
June,3.04,2.27,7.23,4.36,1.31,3.33,1.64,0.91,3,0.82,4.36,1.33,3.47,2.12,2.98,4.82,3.86,3.8,2.63,2.43,3.78,1.75,1.67,1.28,0.61,2.02,1.83,5.65,2.21,3.04,2.14,3.64,3.9,2.71,1.67,2.33,3.13,2.32,1.92,2.86,3.62,0.65,2.08,1.28,2.82,0.18,2.58,6.03,5.05,2.14,1.6,4.89,0.67,5.03,2,4.54,2.33,1.79,3.54,2.28,1.32,0.79,1.03,3.72,3.17,2.94,3.49,1.83,5.99,2.02,2.96,1.46,2.68,2.46,3.03,2.5,2.8,1.71,6.5,1.64,1.68,,,,,,,,,,,,,,,,,,,
July,6.85,2.74,5.27,3.14,3.83,1.79,5.28,1.16,6.47,3.52,3.49,2.81,3.31,3.9,3.22,5.75,1.59,1.48,0.86,1.79,3.05,2.71,2.79,3.13,1.6,3.09,1.49,3.6,5.16,4.98,5.99,0.45,3.58,1.56,4.55,5.45,2.04,1.81,4.82,2.52,5.55,1.08,4.42,4.07,3.49,2.34,3.25,5.15,1.95,4.55,6.64,4.19,3.7,2.51,4.04,1.75,6.25,3.95,4.93,6.38,4.66,2.66,4.36,1.59,3.6,1.85,6.29,3.55,3.24,2.22,3.07,3.24,3.09,4.6,4.91,0.84,4.86,5.3,4.05,3.01,5.2,,,,,,,,,,,,,,,,,,,
August,1.74,5.28,4.68,2.78,2.58,1.83,2.92,1.26,4.07,5.61,3.89,5.1,4.14,3.35,4.16,3.89,3.09,3.54,5.8,2.42,4.17,2.08,3.12,4.95,4.19,4.19,3.19,5.34,3,2.82,5.46,2.74,6.86,2.22,4.26,3.52,3.36,5.75,3.11,3.69,2.19,4.86,4.51,4.11,6.97,2.81,4.44,4.96,5.35,4.47,5.14,5.63,1.43,0.92,2.77,2.23,1.66,1.21,2.93,2.22,1.8,5.68,2.75,3.5,2.99,2.72,5.48,0.73,5.69,2.38,4,5.36,1.81,3.48,4.87,1.1,9.63,3.96,3.84,0.51,4.34,,,,,,,,,,,,,,,,,,,
September,4.03,1.98,1.99,5.64,4.18,4.31,2.58,3.55,1.39,3.45,0.88,3.06,3.13,2.38,0.51,0.86,4.88,4.94,0.73,4.67,1.65,1.07,1.56,5.05,1.69,2.46,2.32,0.66,3.76,2.25,0.36,3.13,1.98,1.3,3.24,0.71,2.71,2.22,7.56,2.93,3.26,0.95,3.72,5.64,3.31,5.09,3.7,5.07,1.18,2.46,2.94,3.68,2.92,0.85,2.71,6.2,3.9,1.31,1.95,1,3.11,0.62,2.63,3.97,3.16,2.12,4.39,2.18,2.36,1.34,5.39,2.86,3.77,2.83,4.15,2.46,2.53,6.19,4.63,0.16,3.12,,,,,,,,,,,,,,,,,,,
October,2.84,2.85,3.78,5.16,2.26,5.71,5.15,2.27,1.37,2.44,3.05,4.79,4.88,2.45,2.97,2.85,4.15,1.68,3.94,3.59,5.32,3.62,4.09,6.69,1.26,3.12,5.63,3.48,0.82,4.88,2.6,2.75,3.31,2.12,1.84,1.37,4.03,5.95,1.88,2.67,1.44,2.34,0.72,3.79,4.91,4.2,3.36,2.26,3.96,4.8,6.33,2.18,7.04,4.99,4.68,5.91,4.27,1.84,5,2.15,3.67,4.74,5.07,3.1,4.36,5.88,0.44,0.81,2.61,3.23,2.12,0.96,3.53,1.9,6,2.43,2.67,3.54,3.54,3.46,3.84,,,,,,,,,,,,,,,,,,,
November,3.51,3.71,6.18,3.45,1.87,2.81,2.73,1.53,4.29,2.26,6.17,2.44,2.2,2.16,2.59,2.83,1.57,4.13,2.51,1.42,2.37,3.78,1.7,3.7,2.81,3.55,2.5,2.55,2.89,1.18,5.12,2.76,2.71,3.18,3.78,1.81,2.65,3.5,1.81,2.67,0.79,2.03,2.02,3.33,1.58,2.73,4.43,2.69,5.83,6.23,3.5,5.59,2.92,1.25,1.63,4.71,3.8,1.56,4.15,5.61,6.99,3.06,0.76,3.16,5.85,0.57,5.28,3.52,2.85,4.66,5.93,7.96,2.28,2.66,5.32,1.87,1.55,1.63,1.6,4.15,4.8,,,,,,,,,,,,,,,,,,,
December,4.98,3.73,5.59,2.66,3.57,2.38,4.84,2.86,2.23,2.86,0.29,5.45,2.52,3.36,2.93,3.23,4.65,3.84,4.05,2.98,3.91,5.13,2.84,1.64,1.96,0.61,4.23,2.74,2.45,7.13,2.87,4.94,3.81,2.02,5.64,4.98,2.98,1.42,6.19,5.47,2.11,4.33,4.76,4.21,3.61,2.28,1.48,1,2.16,4.77,3.38,1.6,1.29,0.53,4.94,3.7,3.7,2.65,4.56,2.43,3.36,2.01,3.83,1.72,2.47,2.68,3.86,3.3,2.82,4.55,4.65,4.85,3.54,1.72,5.27,3.65,3.67,3.75,3.37,5.61,3.66,,,,,,,,,,,,,,,,,,,
Total,36.16,37.04,47.72,36.72,31.21,32.33,41.64,20.88,31.49,33.69,33.24,37.38,35.43,29.44,32.25,34.09,34.13,35.65,31.96,31.7,36.63,30.36,30.95,40.71,25.41,30.11,37.39,34.8,32.89,36.6,38.29,29.96,37.23,30.99,38.64,34.08,34.94,33.88,38.66,36.29,39.98,27.14,36.08,43.09,38.58,35.29,36.73,41.42,38.95,36.94,41.62,44.32,35.52,28.05,33.21,42.86,35.5,31.7,37.54,34.28,35.76,31.68,33.2,33.09,39.18,32.44,43.85,28.62,38.62,31.4,40.99,42.59,35.16,29.73,47.04,27.5,38.33,36.03,41.67,27.28,38.02,,,,,,,,,,,,,,,,,,,
