Rainfall at,SCONE PALACE
,
Station no,,
,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,2.05,2.31,4.10,3.88,2.50,4.97,1.37,4.35,1.22,0.30,
February,2.80,3.95,5.64,1.00,0.70,1.00,3.21,1.85,0.83,1.20,
March,0.56,1.50,2.61,1.20,1.60,1.67,2.41,1.55,0.25,2.37,
April,0.24,4.28,0.90,0.20,1.14,1.66,3.75,3.10,1.20,3.03,
May,1.45,0.83,3.38,2.88,1.51,1.00,0.38,3.10,3.20,1.92,
June,0.96,2.22,3.68,1.17,0.61,1.14,2.42,3.10,2.80,2.73,
July,1.20,4.10,3.00,3.25,2.32,1.92,1.13,4.20,0.48,3.81,
August,1.04,2.07,4.60,1.65,6.25,2.39,2.33,6.30,1.25,4.18,
September,2.12,1.85,5.40,3.52,1.97,3.43,2.53,2.30,0.00,2.44,
October,3.30,3.56,3.25,3.40,2.45,5.67,4.25,4.10,1.90,0.98,
November,1.42,2.16,4.90,1.40,4.15,5.60,4.30,9.05,1.35,0.72,
December,4.25,0.84,6.20,1.60,1.10,2.46,8.50,1.90,0.10,,
Total,21.39,29.67,47.66,25.15,26.30,32.91,36.58,44.90,14.58,,
Calc annual,21.39,29.67,47.66,25.15,26.30,32.91,36.58,44.90,14.58,23.68,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,
