"SCONE PALACE, PERTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5572,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,,4.97,6.08,0.33,2.02,1.54,1.05,3.13,,
February,,,,1.27,0.51,3.12,2.05,0.38,0.95,2.76,,
March,,,,1.16,1.05,1.95,0.11,2.22,0.95,1.97,,
April,,,,0.61,0.11,0.69,1.78,2.46,1.50,2.35,,
May,,,,5.03,2.77,0.79,3.32,2.20,2.17,0.08,,
June,,,,0.53,2.17,1.25,2.66,2.09,1.51,2.29,,
July,,,,3.86,2.47,2.07,1.60,1.35,5.65,1.41,,
August,,,,3.19,0.77,3.10,4.64,1.81,2.50,1.37,,
September,,,,3.20,0.79,0.23,4.93,3.23,2.44,2.85,,
October,,,,4.93,2.54,2.53,1.88,1.73,2.90,2.51,,
November,,,3.87,1.72,4.51,1.00,0.18,2.10,1.47,2.26,,
December,,,7.87,4.59,2.10,1.62,1.34,1.45,5.09,2.85,,
Total,,,,35.06,25.87,18.68,26.51,22.56,28.18,25.83,,
Calc annual,0.00,0.00,11.74,35.06,25.87,18.68,26.51,22.56,28.18,25.83,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
