"MORPETH, BOTHALHAUGH garden DAILY gauge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ241864,Long,-1.623189,Lat,55.171325,Elevation,35,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,0.28,1.66,1.01,2.01,3.43,1.38,3.87,1.4,2.2,1.11,2.5,1.13,1.15,1.54,1.17,4.55,1.1,1.94,0.91,2.26,3.94,1.77,0.86,3.13,1.77,0.39,2.28,0.74,1.57,1.51,2.55,1.84,3.34,4.12,2.14,2.26,1.17,2.93,2.78,3.53,2.52,3.95,2.79,,,,,,,,
February,1.18,4.25,0.85,1.52,1.07,0.81,1.45,0.45,1.25,1.05,1.35,0.11,2.29,3.25,2.6,0.87,0.66,1.3,0.99,1.48,4.88,1.46,1.3,1.18,2.04,0.84,1.09,1.36,1.57,1.71,2.72,0.79,3.14,0.55,1.45,2.72,2.31,1.01,1.43,1.71,1.33,0.23,2.4,,,,,,,,
March,2,3.36,1.08,2.01,2.05,2.3,2.84,2.12,4.04,3.36,2.17,3.3,1.56,0.51,0.85,3.02,2.46,3.49,1.42,1.78,2.17,1.86,0.97,1.05,1.39,1.75,1.12,1.03,2.9,4.74,0.71,2.21,1.85,2.61,2.59,2.27,3.3,2.48,1.18,2.26,2.75,0.7,1.88,,,,,,,,
April,1.54,1.3,3.07,1.3,1.64,2.2,1.86,1.07,1.94,3,0.63,1.45,0.9,0.41,1.15,1.18,0.8,1.53,2.91,3.19,1.42,0.84,1.33,1.67,1.29,2.98,0.67,1.53,2.47,2.96,1.95,1.5,0.13,2.95,0.54,0.73,1.42,2.15,1.24,1.37,2.98,0.87,1.53,,,,,,,,
May,1.6,1.7,1.3,1.78,1.46,3.06,2.97,2.23,0.62,1.84,2,2.25,3.27,1.1,2.36,0.54,0.9,1.18,2.39,3.41,1.67,3.4,2.97,1.95,2.9,1.24,5.25,4.04,1.92,2.08,2.74,1.01,2.86,2.56,1.5,1.82,2.71,2.26,3.04,0.63,3.59,1.65,0.61,,,,,,,,
June,1.2,1.7,3.72,2.5,0.6,1.25,1.56,0.35,2.6,0.31,3.02,0.7,3.32,0.93,3.13,2.45,2.07,3.2,2.14,2.37,4.71,1.44,2.46,2.55,2.17,0.48,1.58,3.06,0.52,1.9,1.48,4.99,5.35,1.72,3.58,0.54,2.25,1.12,0.63,0.68,0.84,0.59,1.43,,,,,,,,
July,3.89,3.55,3.44,5.39,4.38,1.09,3.3,1.92,4.86,2.65,1.27,3.52,1.92,3.12,2.09,5.27,2.93,1.38,1.18,2.82,2.42,2.65,2.37,4.1,1.02,1.4,1.97,1.21,2.35,2.84,2.66,0.66,3.11,0.79,2.59,3.47,3.21,1,2.83,1.36,3.74,2.04,4.08,,,,,,,,
August,0.94,5.61,4.43,2.68,0.72,3.09,1.5,1.87,2.55,4.69,6.31,4.99,4.29,2.18,2.73,3.15,1.98,2.91,2.14,1.53,6,4.01,1.94,3.08,3.12,2.91,3.79,2.63,2.36,3.01,3.38,2.73,4.68,1.31,2.32,3.34,2.07,6.74,1.49,2.05,1.87,6.37,2.1,,,,,,,,
September,4.35,4.98,1.68,3.34,1.78,3.01,2.31,5.05,1.36,1.71,2.09,2.22,2.78,1.97,0.59,0.66,2.65,2.98,0.34,3.22,0.95,1.04,0.95,2.4,1.18,1.26,0.55,0.48,2.17,1.88,1.1,2.65,2.02,3.55,1.39,1.87,1.54,2.12,4.99,1.29,1.5,1.2,4.1,,,,,,,,
October,4.45,3.95,3.43,1.79,1.51,4.78,4.06,2.36,0.9,4.29,1.86,2.26,4.19,0.93,4.45,4.92,6.73,1.82,4.58,1.6,6.87,1.88,2.31,9.52,0.46,2.97,5.39,5.4,1.65,2.5,2.86,2.95,4.35,1.64,2.1,1.86,2.85,2.07,2.32,4.31,1.88,2.92,1.79,,,,,,,,
