PORTCHESTER NOEL COTTAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU619053,Long,-1.122186,Lat,50.843922,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,2.96,2.16,0.96,1.7,4.04,3.03,0.94,2.68,0.62,2.66,3.41,1.23,0.91,1.78,3.75,1.08,6.16,0.7,0.9,0.67,2.56,0.93,3.61,4.37,0.51,3.99,0.72,1.11,2.89,5.07,3.27,2.88,4.12,1.4,2.61,3.46,4.08,1.8,4.38,1.28,4.09,1.9,2.71,1.96,1.9,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,0.97,0.13,0.84,3.12,1.76,0.07,0.26,3.51,1.85,2.78,5.11,1.31,1.62,1.92,3.7,0.56,2.58,0.95,0.86,0.32,3.35,1.34,2.15,1.15,4.02,4.67,3.7,1.17,0.78,2.75,0.28,0.45,2.55,4.51,0.37,5.21,1.63,3.58,1.7,1.09,1.38,1.53,0.17,3.37,0.01,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,0.51,2.35,0.91,0.38,1.24,1.6,2.63,4.28,0.57,0.25,0.8,1.3,1.77,1.89,1.24,4.05,1.01,0.39,2.17,4.3,0.86,1.68,3.2,2.37,4.26,0.87,3.07,2.06,0.92,4.92,1.84,0.77,1.83,1.49,1.18,0.34,0.24,3.58,1.87,0.1,1.6,1.02,1.26,2.58,2.71,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,3.3,0.47,0.58,0.04,1.63,2.13,0.48,1.93,1.03,3.04,1.29,3.02,1.02,2.55,1.13,1.26,0.74,3.71,2.11,0.87,2.64,1.09,0.05,2.87,1.01,0.85,0.61,1.2,1.95,1.32,2.03,1.02,3.06,2.88,2.37,2.13,2.67,1.6,1.83,0.86,2.14,2.68,2.68,1.12,1.62,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,2.5,1.99,0.88,0.77,0.8,0.12,0.55,1.57,3.27,0.55,1.03,0.55,2.16,3.11,3.73,0.39,1.71,2.69,1.37,1.65,1.7,2.05,0.9,2.76,1.31,3.52,1.12,2.22,1.19,0.28,1.15,0.99,0.57,2.02,2.75,3.97,1.78,0.72,1.77,1.8,1.44,3.24,5.09,1.83,1.26,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,2.51,2.92,1.72,1.15,1.38,0.89,1.49,2.97,1.88,1.18,2.79,2.46,3.56,2.38,0.78,4.4,1.06,1.53,0.59,5.2,1.69,1.87,2.09,0.35,1.43,0.81,1.27,2.23,0.75,0.58,2.18,0.04,1.61,0.28,2.88,0,1.97,2.17,2.1,1.23,0.75,1.31,1.35,1.7,0.85,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,3.19,2.16,2.61,3.75,4.46,3.5,0.86,1.35,0.34,1.63,0.87,3.3,1.56,2.28,2.42,0.18,0.33,0.96,1.48,1.85,1.17,0.55,1.96,1.1,2.52,2.44,0.62,2.32,1.7,0.77,5.72,0.02,3.32,0.48,2.94,3.32,1.71,2.39,1.59,1.73,1.93,3.32,3.19,1.46,0.99,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,3.3,5.96,3.48,1.08,1.54,3.14,2.41,3.56,2.13,0.57,2.29,1.83,4.25,4.2,2.29,1.96,0.92,1.44,2.94,2.43,2.43,2.3,5.98,2.21,1.14,0.89,2.11,4.1,1.89,2.78,1.08,1.69,2.65,1.88,2.85,4.46,1.08,2.49,1.81,1.53,3.87,3.47,1.29,0.64,2.31,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,0.66,1.57,3.19,1.75,3.24,0.49,7.37,2.75,0.88,0.7,0.03,1.78,0.49,1.98,2.23,2.3,1.05,0.32,1.26,3.37,0.1,1.12,2.82,2.52,1.1,2.16,1.79,1.33,5.34,1.05,1.6,0.69,1.28,2.07,5.48,2.62,0.26,5.86,0.94,0.25,2.26,1.61,2.85,2.77,1.93,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,0.89,7.59,4.63,3.82,3.53,3.02,2.24,0.4,4.19,2.89,3.12,2.94,1.9,7.13,2.13,1.58,4.15,6.7,2.42,7.38,4.5,4.43,2.82,5.2,1.88,2.6,4.04,3.68,0.76,0.49,2.92,0.83,0.9,5.84,4.32,3.31,2.22,1.14,6.52,3.3,2.72,0.45,6.07,1.68,1.91,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
