"BEVERCOTES COLLIERY",,,,,,,,,,,,
Grid ref,SK696735,Long,-0.958245,Lat,53.253955,,,,,,,
Station no,2628/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,2.35,4.36,,
February,,,,,,,,,0.09,2.00,,
March,,,,,,,,,1.14,1.61,,
April,,,,,,,,,2.03,0.75,,
May,,,,,,,,,0.65,1.15,,
June,,,,,,,,,0.65,1.47,,
July,,,,,,,,,0.88,3.58,,
August,,,,,,,,,0.48,2.97,,
September,,,,,,,,,0.01,4.09,,
October,,,,,,,,,1.87,5.21,,
November,,,,,,,,0.71,2.49,3.24,,
December,,,,,,,,3.17,3.15,2.75,,
Total,,,,,,,,,15.79,33.18,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.88,15.79,33.18,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
