"BRIXTON ACRE LANE",,,,,,,,,,,,
Grid ref,TQ307751,Long,-0.120086,Lat,51.459795,,,,,,,
Station no,RR1494,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.42,0.75,0.64,2.35,2.41,1.17,3.69,,,,,
February,3.83,0.98,0.83,1.13,2.55,0.72,1.63,,,,,
March,0.82,2.07,1.62,1.98,1.42,3.60,1.01,,,,,
April,0.72,1.90,0.48,2.02,1.38,1.58,,,,,,
May,0.89,0.72,2.62,3.24,2.07,0.78,,,,,,
June,2.65,1.83,3.59,6.17,0.66,4.70,,,,,,
July,1.22,3.21,1.75,5.20,1.60,0.81,,,,,,
August,3.25,2.20,2.75,4.62,1.71,3.25,,,,,,
September,0.63,1.43,1.57,2.52,1.09,1.29,,,,,,
October,1.55,2.64,1.53,5.32,1.74,0.98,,,,,,
November,1.95,0.65,1.60,2.09,1.47,3.44,,,,,,
December,2.24,3.10,1.39,1.31,2.12,0.62,,,,,,
Total,22.17,21.48,20.37,37.95,20.22,22.94,,,,,,
Calc annual,22.17,21.48,20.37,37.95,20.22,22.94,6.33,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
