BRIXTON-ACRE-LANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ305750,Long,-0.12299995,Lat,51.458942,Elevation,77,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,2.01,3.38,2.46,1.06,3.44,0.99,4.69,1.07,2.81,0.37,1.13,1.34,1.83,1.93,1.49,3.52,1.33,0.97,0.96,2.26,1.75,0.5,1.52,3.17,1.87,0.79,2,0.78,2.57,2.42,0.75,0.64,2.35,2.41,1.17,3.69,,,
February,,1.16,1.17,1.9,1.07,0.99,1.81,1.79,1.23,4.19,2.23,2.68,1.29,3.43,1.1,2.27,0.54,0.51,0.95,2.34,1,0.04,1.45,2.74,1.72,0.16,0.39,2.27,1.18,2.05,3.83,0.98,0.83,1.13,2.55,0.72,1.63,,,
March,,1,2.2,1.43,0.57,0.5,2.53,2.53,1.12,0.77,0.68,1.87,1.07,0.64,1.11,1.55,1.14,1.4,2.75,1.56,1.98,1.95,1.17,0.39,0.97,1.23,3.16,3.52,1.33,0.43,0.82,2.07,1.62,1.98,1.42,3.6,1.01,,,
April,,2.86,1.02,0.59,1.25,1.87,1.69,3.22,4.64,2.76,2.36,0.6,2.47,1.55,1.13,2.02,1.37,1.52,1.86,2.13,1.89,0.74,1.25,0.1,1.43,1.46,0.62,1.98,0.9,2.47,0.72,1.9,0.48,2.02,1.38,1.58,,,,
May,,1.01,3.3,1.49,1.48,1.24,1.07,1.55,2.96,3.49,0.49,1.45,0.9,1.79,0.68,2.27,4.42,1.65,0.8,3.66,1.29,2.59,1.3,0.47,1.97,0.34,0.16,1.39,2.44,1.27,0.89,0.72,2.62,3.24,2.07,0.78,,,,
June,,3.4,2.32,2.7,3.16,2.88,1.27,0.55,3.49,4.06,2.43,1.57,2.29,0.97,2.03,2,0.82,1.18,2.85,2.18,3.17,1.29,2.48,0.87,2.2,0.2,1.61,1.71,0.95,0.92,2.65,1.83,3.59,6.17,0.66,4.7,,,,
July,,3.74,2.37,1.78,1.38,4.92,0.8,2.86,0.57,4.08,4.02,1.79,1.84,2.08,1.78,0.51,2.5,1.12,5.94,1.92,4.75,3.86,1.58,2.1,3.38,4.03,1.16,0.95,0.72,0.86,1.22,3.21,1.75,5.2,1.6,0.81,,,,
August,,0.86,2.6,2.1,1.33,1.18,2.02,2.7,6.72,5.14,0.54,3.92,1.04,0.48,0.93,0.93,0.79,2.87,3.15,2.23,2.19,4.55,3.51,1.66,3,2.84,2.28,2.97,1,0.3,3.25,2.2,2.75,4.62,1.71,3.25,,,,
September,,5.13,1.45,2.57,2.7,2.18,2.41,0.81,0.82,2.88,4.47,1.92,2.36,3.15,1.72,4.06,1.74,1.78,1.03,1.61,0.83,1.06,2.05,0.93,1.31,0.95,5.31,2.76,0.31,3.43,0.63,1.43,1.57,2.52,1.09,1.29,,,,
October,,0.93,4.55,3.22,4.16,3.93,1.08,1.72,1.25,0.46,7.29,2.86,5.44,1.95,1.01,3.32,1.85,1.32,1.32,3.86,1.12,4.86,4.07,3.9,4.3,3.1,2.91,0.47,3.01,2.22,1.55,2.64,1.53,5.32,1.74,0.98,,,,
November,,0.43,3.2,2.44,2.44,3.1,2.63,3.45,3.42,0.73,1.94,2.39,2.5,2.63,1.3,2.81,2.96,3.85,4.04,0.75,1.52,2.35,2.42,2.29,3.27,3.01,1.15,1.07,2.58,4.23,1.95,0.65,1.6,2.09,1.47,3.44,,,,
December,,1.08,3.75,0.37,1.69,1.1,5.82,1.51,1.13,0.61,3.23,2.49,2.01,0.6,2.32,1.22,4.72,1.64,1.04,1.5,0.78,3.07,1.2,2.25,1.97,2.24,3.18,2.24,2.62,1.28,2.24,3.1,1.39,1.31,2.12,0.62,,,,
Total,,23.61,31.31,23.05,22.29,27.33,24.12,27.38,28.42,31.98,30.05,24.67,24.55,21.1,17.04,24.45,26.37,20.17,26.7,24.7,22.78,28.11,22.98,19.22,28.69,21.43,22.72,23.33,17.82,22.03,22.17,21.48,20.37,37.95,20.22,22.94,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is on Acre Lane at the about the stated altitude. No other clues on the records to location and Acre Lane is about 900m long and the NGR used is approximately in the middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
