BECKENHAM (HAYES WAY),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,396/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.18,2.06,4.68,1.27,1.37,1.31,100.00,2.48,0.88,0.45,,
February,1.77,0.71,1.28,0.74,1.14,1.88,,1.27,1.02,4.37,,
March,2.44,2.00,0.27,0.05,1.05,1.12,,0.79,0.78,0.79,,
April,1.42,1.00,1.13,1.19,1.05,2.07,,1.39,1.56,3.22,,
May,1.89,3.12,2.17,0.33,2.44,3.71,-999.00,2.63,1.89,1.40,,
June,2.07,0.96,1.48,1.97,1.50,1.93,2.75,2.33,1.07,1.48,,
July,2.47,2.24,1.60,1.22,3.43,1.63,1.53,1.16,1.03,2.44,,
August,3.82,2.15,1.13,2.19,1.48,4.79,0.15,5.00,1.01,1.31,,
September,0.58,1.86,1.67,2.45,1.34,-999.00,1.26,1.40,1.00,2.93,,
October,0.64,3.73,2.44,3.15,2.00,-999.00,0.20,2.01,5.90,0.29,,
November,2.90,1.92,1.22,3.10,0.09,-999.00,0.84,1.75,2.64,5.17,,
December,1.45,1.98,1.54,1.72,2.49,-999.00,2.54,2.98,1.22,0.44,,
Total,23.63,23.73,20.61,19.38,19.38,-999.00,-999.00,25.19,20.00,24.29,,
Calc annual,23.63,23.73,20.61,19.38,19.38,18.44,109.27,25.19,20.00,24.29,,
Difference,0.00,0.00,0.00,0.00,0.00,-1017.44,-1108.27,0.00,0.00,-0.00,,
