DORMANS-PARK-CHARTHAM-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ382407,Long,-0.02551,Lat,51.148884,Elevation,270,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.87,3.74,1.73,1.33,3.49,5.39,4.01,3.06,5.02,1.75,2.45,3.32,3.79,2.61,4.38,1.4,4.4,2.43,3.78,2.54,3.22,1.16,6.09,7.16,3.73,5.76,2.28,2.75,3.38,6.01,2.23,2.22,3.23,3.37,5.24,1.27,1.18,3.75,3.2,1.15,1.78,3.77,4.67,2.51,3.73,3.13,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,5.67,6.01,4.88,0.93,1.37,2.4,0.54,0.67,2.79,5.29,0.8,5.12,2.74,5.34,1.94,0.49,1,2.33,0.62,2.98,0.33,4.96,2.28,5.64,0.97,1.5,2.75,3.73,0.66,2.26,0.8,2.2,3.11,2,2.06,1.65,6.46,7.68,0.94,1.73,2.3,1.89,0.42,5.17,2.75,0.06,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,5.81,0.6,4.53,1.81,1.05,4.27,1.87,2.23,2.56,2.32,2.09,0.81,0.36,4.12,2.58,0.02,1.28,0.38,1.87,4.12,3.14,0.53,1.48,3.89,0.51,1.3,3.16,3.27,2.43,0.44,0.1,1.65,1.61,6.29,1.14,1.13,1.69,4.29,3.37,0.36,3.19,1.38,0.97,1.25,2.04,2.37,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.69,1.63,1.38,2.66,4.02,2.89,3.23,1.17,3.53,2.91,3.31,2.82,3.75,1.94,1.96,0.88,1.71,3.89,2.97,0.76,3.61,3.6,2.16,2.75,0.32,2.45,1.82,1.38,1.83,1.25,1.46,1.16,3.11,2.1,1.55,1.65,2.48,2.46,2.25,3.47,0.37,0.32,1.43,0.21,1.39,2.61,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.37,3.62,2.45,3.03,1.35,0.21,1.13,1.94,0.98,3.21,3.46,3.38,1.49,1.01,1.34,2.64,2.68,2.64,3.48,2.07,0.74,1.58,0.84,2.16,2.57,1.62,2,2.16,3.52,3.35,0.52,1.9,2.99,1.59,2.8,1.78,1.66,2.43,1.55,1.65,2.34,4.63,0.43,1.57,2.36,0.49,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.7,0.89,2.58,2.09,0.92,1.03,1.17,0.08,1.25,0.34,3.1,0.15,3.75,3.83,2.52,1.46,0.62,1.54,1.52,1.86,1.57,3.12,3.01,1.98,0.72,1.11,0.25,2.62,0.15,1.67,1.63,1.73,2.43,2.3,3.58,0.68,1.46,1.82,1.19,2.04,4.62,2.27,2.73,1.28,4.16,0.96,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,1.75,4.32,1.3,4.07,4.41,2.07,6.35,0.43,4.43,3.07,4.21,3.93,1.33,2.9,2.07,1.77,2.46,3.44,2.66,1.96,2.09,1.48,4.95,1.48,2.21,2.75,3.33,2.06,2.01,2.51,2.03,5.06,1.88,1.6,1.12,0.37,2.74,2.61,0.88,3.64,3.3,1.4,3.57,3.65,1.49,1.79,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,1.07,2.2,3.08,6.15,1.04,2.85,1.57,1.92,2.96,2.48,2.98,2.17,3.03,5.28,3.2,2.64,3.24,5.24,0.97,0.86,1.93,4.18,0.57,2.12,2.4,2.54,0.19,4.33,3.38,1.39,2.81,2.52,5.97,0.39,4.64,1.37,2.83,5.8,3.38,1.7,2.47,1.21,3.27,3.34,3.77,0.94,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.24,1.6,1.9,2.4,6.12,1.34,4.25,0.84,1.92,1.93,3.53,2.56,0.86,5.02,0.87,0.59,3.3,2,2.2,3.31,1.82,4.37,2.41,2.37,2.71,0.96,1.27,0.73,2.25,1.89,3.18,2.06,4.2,1.55,2.25,0.99,3.24,3.16,3.23,4.25,2.71,2.45,3.41,3.09,7.58,0.14,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,1.84,2.7,5.28,4.54,1.55,0.57,1.49,1.34,1.49,6.99,3.77,4.25,2.51,2.28,7.04,4.28,1.57,0.61,7.11,2.04,2.39,4.98,2.03,3.49,3.89,7.41,4.17,1.16,3.8,3.59,5.24,4.02,1.4,0.47,1.82,8.82,0.36,1.41,3.31,4.74,2.6,4.74,1.6,1.69,3.13,3.72,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,4.73,3.29,6.27,1.83,2.61,2.12,1.86,1.68,2.43,2.38,3.63,3.57,7.57,3.1,3.23,8.45,5.64,4.75,1.39,1.03,4.92,7.14,5.08,1.71,4.38,6.45,8.39,3.85,1.77,1.82,5.48,0.28,5.99,1.24,1.83,3.44,6.84,6.33,4.2,1.72,6.63,1.41,1.04,4.57,1.79,3.76,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,8.69,8.01,3.94,2.18,2.47,5.02,3.1,2,4.74,3.56,5.45,3.59,0.45,4.95,3.63,8.78,2.79,0.77,0.63,0.6,9.2,4.81,3.87,4.25,4.29,2.03,1.79,2.46,3.68,2.4,2.86,4.86,3.53,2.71,4.86,1.87,2.45,3.52,2.67,0.89,2.25,3.14,4.96,2.71,4.86,7.67,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,35.43,38.61,39.32,33.02,30.4,30.16,30.57,17.36,34.1,36.23,38.78,35.67,31.63,42.38,34.76,33.4,30.69,30.02,29.2,24.13,34.96,41.91,34.77,39,28.7,35.88,31.4,30.5,28.86,28.58,28.34,29.66,39.45,25.61,32.89,25.02,33.39,45.26,30.17,27.34,34.56,28.61,28.5,31.04,39.05,27.64,44.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Total IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
