"GREENFIELD (ASHWAY MOSS)",,,,,,,,,,,,
Grid ref,SE032046,Long,-1.953187,Lat,53.538039,,,,,,,
Station no,3097,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.19,6.55,3.14,5.40,4.54,7.84,5.84,5.70,5.13,6.16,,
February,4.89,2.36,3.29,4.69,2.92,2.91,4.48,7.74,0.78,3.57,,
March,6.99,3.96,3.29,3.80,3.18,2.07,4.70,3.66,3.15,1.81,,
April,3.84,4.60,4.21,1.17,3.18,3.54,1.31,1.80,5.20,3.29,,
May,3.94,2.92,2.90,4.53,5.69,2.29,1.46,5.00,2.72,2.66,,
June,1.46,3.85,4.80,5.04,4.40,4.25,2.92,7.04,2.59,2.45,,
July,5.03,4.38,9.21,7.76,1.68,9.31,7.69,5.41,5.19,10.73,,
August,8.98,4.93,6.17,8.83,0.45,14.68,7.24,6.46,0.66,7.82,,
September,4.47,4.84,4.05,7.59,2.81,6.22,9.21,6.79,0.39,5.41,,
October,1.39,6.57,2.39,8.93,3.46,4.17,7.55,4.94,5.14,8.38,,
November,11.42,4.10,5.73,7.52,2.69,2.31,3.99,2.13,5.75,7.12,,
December,9.65,5.23,2.96,7.99,6.58,6.18,6.03,5.44,9.32,6.24,,
Total,68.25,54.29,52.14,73.25,41.58,65.77,62.42,62.11,46.02,65.64,,
Calc annual,68.25,54.29,52.14,73.25,41.58,65.77,62.42,62.11,46.02,65.64,,
Difference,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
