BARNET-SEWAGE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ247954,Long,-0.19921365,Lat,51.643583,Elevation,296,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.48,2.42,1.53,2.05,1.91,1.72,1.38,4.43,3.96,3.52,5.44,2.34,2.57,2.6,5.23,1.9,2.39,1.94,2,4.62,1.22,0.9,2.79,2.23,1.1,1.03,3.21,4.2,1.6,,2.57,2.28
February,,,,,,,,,,0.71,1.1,2.08,0.18,1.76,0.41,2.93,2,4.32,0.45,0.85,2.13,2.53,1.15,1.59,0.94,1.97,2.33,1.85,1.8,1.23,4.06,5.28,0.91,2.28,2.59,1.85,0.65,3.38,,0.11,2.25
March,,,,,,,,,,0.05,1.84,0.26,1.37,2.78,2.17,0.48,1.21,2.83,0.38,1.59,3.07,3.22,2.34,0.46,0.12,0.63,1.74,7.08,0.84,1.07,0.7,3.61,3.49,0.69,3.81,1.28,1.08,1.43,,2.29,1.81
April,,,,,,,,,,1.35,2.42,3.77,2.3,1,2.11,2.93,1.41,2.98,0.15,3.17,1.73,2.02,1.48,1.21,1.64,1.33,1.59,2.13,1.16,1.71,2.41,3.21,1.73,3.1,0.41,0.58,1.26,0.25,,2.54,0.55
May,,,,,,,,,,1.82,2.49,2.71,3.67,1.83,0.66,1.58,0.48,2.6,1.83,1.67,1.28,2.03,2.83,2.39,0.6,3.19,3.23,0.83,4.04,2.43,1.47,2.38,1.55,1.45,2.16,5.39,0.62,1.64,,0.76,2.27
June,,,,,,,,,,1.22,0.98,1.33,0.88,1.7,1.42,3.92,4.89,2.04,0.53,1.66,0.95,1.47,0.21,1.51,1.82,1.94,2.68,2.6,2.71,0.69,1.45,0.89,1.74,2.16,4.91,1.93,2.84,1.14,,0.84,1.62
July,,,,,,,,,,2.69,2.02,2.82,2.28,1.48,0.64,0.5,4.05,0.7,1.59,1.77,2.08,3.93,2.29,1.66,1.36,2.91,3.67,1.64,0.93,1.06,4,0.79,0.64,3.16,3.14,0.27,5.17,3.42,,2.02,3.98
August,,,,,,,,,,1.24,3.45,4.4,1.23,0.63,2.26,1.57,0.56,1.7,1.51,3.78,0.18,5.88,2.48,1.6,2.65,1.1,4.44,0.11,2.29,1.82,2.73,3.82,3.95,2.28,3.39,1.46,6.01,2.31,,1.75,2.28
September,,,,,,,,,,0.46,3.22,3.19,2.16,2.77,2.06,3.88,2.97,1.44,1.94,1.46,1,0.45,1.28,2.51,3.01,1.61,4.17,1.38,1.67,0.25,2.99,3.21,3.79,1.88,2.18,1.61,3.12,2.68,,0.04,4.26
October,,,,,,,,,,3.29,1.23,0.71,4.74,1.46,1.53,2.61,1.95,2.5,3.67,5.85,3.64,0.84,4.05,2.62,3.8,3.6,1.44,0.09,2.08,6.04,0.34,1.05,3.43,2.97,2.43,3.85,2.54,2.13,,1.89,5.79
November,,,,,,,,,,6.33,4.01,2.61,1.64,1.08,1.86,4.44,2.99,1.39,3.33,5.49,7.73,2.35,1.94,1.52,4.23,0.23,4.67,0.99,2.23,2.99,4.99,5.47,4.27,1.8,4.02,1.21,0.6,2.36,,2.5,4.26
December,,,,,,,,,,5.2,2.3,0.98,0.62,0.4,5.17,2.74,1.8,3.97,4.21,1.22,1.51,1.77,2.9,1.37,1.48,3.5,2.32,2.34,2.96,1.56,1.29,1.77,3.31,0.83,1.66,2.17,3.28,2.16,,3.83,3.08
Total,,,,,,,,,,25.84,27.48,26.39,23.12,18.8,22.01,28.96,28.74,30.43,23.11,33.95,27.64,29.06,25.55,23.67,23.55,24.4,34.22,23.04,27.33,22.07,27.33,34.27,31.04,23.7,31.73,24.81,31.37,24.5,,21.14,34.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958 Jan-Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
