THORNTON RESERVOIR,,,,,,,,,,,,
Grid ref,SK473072,Long,-1.302116,Lat,52.660465,,,,,,,
Station no,2506,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.44,1.93,1.15,1.23,1.84,3.59,1.66,2.72,2.91,5.69,,
February,2.87,0.71,1.62,2.41,1.95,0.51,2.64,3.09,0.04,2.17,,
March,3.37,2.87,1.56,2.05,2.75,1.05,2.29,1.50,2.04,1.88,,
April,2.31,2.21,2.37,0.47,1.11,1.10,0.15,0.78,2.70,1.13,,
May,3.29,2.36,2.05,2.32,4.40,0.59,1.31,1.78,0.43,1.24,,
June,1.18,1.87,3.02,3.45,2.86,3.18,1.42,3.43,1.11,3.04,,
July,1.07,0.55,2.38,2.21,1.03,2.53,2.75,4.34,1.10,4.26,,
August,5.07,3.72,2.14,4.54,0.61,4.21,2.93,2.80,0.93,3.15,,
September,1.36,1.64,1.53,1.90,1.91,2.48,5.17,2.68,0.11,3.96,,
October,0.70,2.88,2.41,3.65,1.51,1.32,1.23,2.40,2.27,5.16,,
November,4.90,2.00,1.32,5.02,1.86,0.96,1.92,2.19,2.66,3.64,,
December,1.89,2.65,0.97,2.77,1.60,3.00,2.28,2.96,3.92,3.66,,
Total,30.45,25.39,22.52,32.02,23.43,24.52,25.75,30.67,20.22,38.98,,
Calc annual,30.45,25.39,22.52,32.02,23.43,24.52,25.75,30.67,20.22,38.98,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
