BATHEASTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST780680,Long,-2.3177,Lat,51.4108,Elevation,166,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,0.87,3.24,2.67,1.14,2.21,2.42,3.4,0.5,1.79,0.55,4.73,3.55,2.03,1.67,3.89,3.19,0.58,4.66,1.36,1.61,1.23,3.33,1.05,4.72,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,1.58,0.74,0,1.35,3.94,3.18,0.22,0.42,3.43,1.94,3.6,5.6,0.81,0.89,1.81,3.5,0.89,1.98,1.54,1.7,0.67,3.92,2.16,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,3.92,1.39,2.07,0.69,0.71,1.92,2.58,3.39,4.33,0.5,0.64,1.27,2.48,1.71,3.8,1.81,3.67,1.92,1.09,2.78,3.23,0.82,2.74,5.65,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,3.86,1.41,1.18,,0.07,2.63,2.43,0.87,3.19,2.17,3.38,1.44,2.71,1.44,3.31,1.69,2.56,1.35,4.16,3.08,2.24,2.93,1.62,0.19,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.13,2.33,2.72,3.7,,1.44,2.23,1.03,0.24,1.35,3.25,1.77,2.3,1.14,2,4.57,2.12,0.13,2.02,3.01,1.14,1.59,1.84,0.95,2.07,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.3,1.15,3.48,0.87,,1.3,2.38,0.42,1.78,3.56,1.87,1.55,1.64,1.93,3.23,4.22,1.51,3.48,2.67,2.81,0.97,3.37,5.98,1.91,3.4,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,6.67,2.11,4.04,2.51,,4.14,3.72,3.98,0.91,1.72,0.64,0.31,0.96,2.68,1.35,2.59,2.78,0.49,1.02,2.96,2.78,2.46,2.21,0,3.46,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,2.77,4.12,3.18,5.87,3.7,1.84,2.47,2.62,2.34,5.46,2.28,1.2,2.92,1.78,3.04,3.78,2.69,4.73,2.29,2.19,3.99,3.12,4.45,1.83,5.91,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.67,1.41,1.03,1.92,2.62,1.76,2.98,1.61,5.97,3.25,0.93,3.45,0.56,2.41,1.24,2.47,1.5,1.82,1.32,0.54,2.34,3.27,0.17,1.18,0.91,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,1.2,2.88,1.37,8.3,2.92,4.35,3.67,3.71,2.99,1.51,4.35,2.65,3.16,1.55,2.16,6.82,0.82,1.84,4.53,5.85,1.93,4.41,4.97,3.14,4.65,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
