"BATHEASTON",,,,,,,,,,,,
Grid ref,ST769685,Long,-2.333554,Lat,51.415042,,,,,,,
Station no,1988,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.55,2.03,1.67,3.89,3.19,0.58,4.66,1.36,1.61,1.23,,
February,5.60,0.81,0.89,1.81,3.50,0.89,1.98,1.54,1.70,0.67,,
March,1.27,2.48,1.71,3.80,1.81,3.67,1.92,1.09,2.78,3.23,,
April,1.44,2.71,1.44,3.31,1.69,2.56,1.35,4.16,3.08,2.24,,
May,2.30,1.14,2.00,4.57,2.12,0.13,2.02,3.01,1.14,1.59,,
June,1.64,1.93,3.23,4.22,1.51,3.48,2.67,2.81,0.97,3.37,,
July,0.96,2.68,1.35,2.59,2.78,0.49,1.02,2.96,2.78,2.46,,
August,2.92,1.78,3.04,3.78,2.69,4.73,2.29,2.19,3.99,3.12,,
September,0.56,2.41,1.24,2.47,1.50,1.82,1.32,0.54,2.34,3.27,,
October,3.16,1.55,2.16,6.82,0.82,1.84,4.53,5.85,1.93,4.41,,
November,2.88,0.69,2.38,2.33,1.99,3.33,3.22,2.24,1.25,1.01,,
December,6.42,5.97,2.48,2.32,2.05,1.11,1.94,4.88,2.74,4.72,,
Total,32.70,26.18,23.59,41.91,25.65,24.63,28.92,32.63,26.31,31.32,,
Calc annual,32.70,26.18,23.59,41.91,25.65,24.63,28.92,32.63,26.31,31.32,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,,
