SPAXTON (DORE HOUSE),,,,,,,,,,,,
Grid ref,ST225374,Long,-3.108940,Lat,51.130612,,,,,,,
Station no,2083/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.77,4.00,0.54,2.46,,,,,,,,
February,4.40,1.00,1.74,3.90,,,,,,,,
March,4.25,2.40,0.78,4.53,,,,,,,,
April,4.17,2.80,3.77,0.26,,,,,,,,
May,3.75,5.00,1.94,2.15,,,,,,,,
June,0.81,1.95,2.61,3.40,,,,,,,,
July,2.07,0.50,3.16,2.88,,,,,,,,
August,4.80,6.15,3.33,,,,,,,,,
September,2.44,3.09,3.56,,,,,,,,,
October,1.24,4.78,3.09,,,,,,,,,
November,7.80,4.63,2.48,,,,,,,,,
December,2.73,3.16,1.17,,,,,,,,,
Total,42.23,39.46,28.17,,,,,,,,,
Calc annual,42.23,39.46,28.17,19.58,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
