STONEYKIRK (WEST FREUGH AIRFIELD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX108544,Long,-4.948492,Lat,54.848544,Elevation,52,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5008/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,3.28,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,4.32,6.99,4.08,,3.52,2.09,4.13,4.22,1.7,4.29,3.42,3.57,3.57,4.53,2,4.56
February,,,,,,,,1.68,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,4.74,2.86,0.3,,2.3,4.16,2.67,1,1.25,4.19,3.13,1.17,2.35,4.54,1.43,3.12
March,,,,,,,,1.61,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,1.52,1.66,5.67,,3.08,2.54,3.27,2.11,0.41,4.14,1.47,1.33,3.32,1.56,2.29,2.35
April,,,,,,,,1.81,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,2.2,0.92,3.6,,3.01,2.93,1.37,1.4,1.61,0.98,2.21,1.03,1.28,1.15,2.94,2.7
May,,,,,,,,3.69,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,3.37,0.86,4.09,,0.98,1.49,2.17,2.38,2.34,1.95,2.79,1.08,1.71,2.2,0.68,1.61
June,,,,,,,,1.88,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,2.44,3.65,3.54,0.52,2.48,1.59,2.58,0.64,3.35,4.07,2.02,1.73,3.06,2.17,2.1
July,,,,,,,,2.17,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,,2.41,,2.74,2.45,3.17,2.02,2.09,5.6,3.83,1.36,3.73,4.74,4.06,1.86,4.19
August,,,,,,,,3.15,3.8,,,,,,,,,,,,,,,,,,,,,,,,,6.4,3.27,,3.63,,3.39,3.76,3.82,4.45,5.72,2.49,4.01,1.31,5.9,3,3.39,0.52,4.14
September,,,,,,,,2.55,5.6,,,,,,,,,,,,,,,,,,,,,,,,,4.16,4.84,,5.08,,3.9,1.92,7.81,3.04,2.92,5.12,4.89,2.52,4.19,4.79,4.13,2.13,3.2
October,,,,,,,,8.74,5.08,,,,,,,,,,,,,,,,,,,,,,,,,5.44,6.14,,0.59,,4.37,6.12,3.33,0.68,3.55,4.92,7.13,2.15,2.54,4.2,3.05,5.56,5.52
November,,,,,,,,5.07,3.88,,,,,,,,,,,,,,,,,,,,,,,,,3.56,6.26,,6.94,,3.89,4.66,3.39,7.71,3.3,4.73,6.95,2.97,1.37,2.18,2.42,3.86,5.63
December,,,,,,,,4.22,7.12,,,,,,,,,,,,,,,,,,,,,,,,,2.67,4.74,,4.96,,5.13,5.23,2.19,6.13,4.41,3.64,4.81,4.6,3.47,4.57,4.38,7.22,4.07
Total,,,,,,,,39.85,45.08,,,,,,,,,,,,,,,,,,,,,,,,,,42.33,,39.34,,,37.55,39.4,39.23,35.68,34.45,50.52,32,31.4,37.44,38.47,32.66,43.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1943, 1945, 1948 - lots of gaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
