TOLLESHUNT-DARCY-OXLEY-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL915137,Long,0.775235,Lat,51.789171,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1295/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,1.56,1.83,0.9,1.25,1.39,2.37,3.72,3.22,2.57,4.18,1.36,2.15,1.96,3.92,1.38,1.19,0.95,1.66,2.76,1.2,1.4,1.92,1.56,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,0.59,2.05,0.31,0.81,0.31,2.23,1.89,3.19,0.5,0.89,1.54,1.44,0.62,0.84,1.29,1.58,1.76,1.21,1.14,0.8,2.27,3.94,0.82,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,1.17,0.2,1.39,1.41,1.9,0.41,0.81,2.36,0.39,1.57,2.29,2.6,2.2,0.39,0.29,1.21,1.07,3.77,0.87,0.72,0.72,2.14,3.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,2.3,2.45,2.44,0.8,1.94,2.45,1.2,2.73,0.32,2.22,1.36,0.93,0.76,1,1.4,0.94,1.28,1.34,1.66,0.88,1.33,2.32,1.01,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,1.72,2.32,3.59,1.48,0.81,1.8,0.79,2.04,1.82,1.59,0.74,1.26,1.8,1.55,0.83,2.03,1.08,0.69,1.26,1.88,1.56,2.25,1.45,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,0.63,0.98,0.4,1.68,1.28,3.16,2.75,1.87,0.86,1.47,0.27,0.72,0.42,1.74,1.63,1.62,2.47,2.45,2.09,0.5,1.34,0.97,1.67,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,2.69,3.08,3.58,0.96,1.35,0.37,2.82,1.39,1.14,2,2.76,2.68,1.61,1.89,2.08,1.35,2.72,1.64,1.21,0.72,2.49,1.6,0.59,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,1.96,3.16,1.4,0.48,1.41,1.54,0.71,1.11,0.97,5.13,0.12,4.11,1.8,1.24,2.64,2.75,5.32,0.49,3.89,0.97,2.28,2.88,1.44,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,3.97,1.66,1.96,1.55,1.6,4.01,2.29,1.55,1.73,0.3,1.2,0.42,1.47,1.9,2.27,1.57,1.87,1.4,1.36,0.8,2.53,2.16,3.12,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,1.06,0.62,5.4,1.49,2.02,2.06,1.64,1.37,2.57,5.94,2.11,1.56,3.09,1.55,3.71,1.53,1.06,0.3,1.44,4.38,0.27,0.75,1.74,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
