SHIFNAL-NEACHLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ790066,Long,-2.3118872,Lat,52.656714,Elevation,208,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,,0.39,2.87,1.84,2.77,1.99,2.1,3.73,1.05,1.85,1.18,3.38,2.49,1.89,1.01,1.93,2.84,1.31,3.31,1.46,1.21,1.18,1.68,0.61,3.36,3.59,,,,,,
February,,,,,,,,,,1.7,0.66,0.12,1.77,2.86,2.38,0.28,0.7,2.74,1.83,2.63,3.77,1.56,1.32,1.45,3.68,0.72,1.64,1.6,1.61,0.69,2.76,1.62,1.16,0.85,,,,,,
March,,,,,,,,,,2.49,1.42,1.41,0.97,0.48,1.46,1.81,2.86,2.14,0.85,0.93,1.06,1.58,1.32,4.27,1.74,3.61,1.27,1.32,3.14,2.64,0.45,1.39,3.39,5.2,,,,,,
April,,,,,,,,,,3.3,0.91,1.85,1.24,0.35,2.17,1.94,1.52,2.1,2.01,2.63,0.87,1.65,1.94,1.83,1.51,1.93,1.76,2.25,2.7,2.32,2.15,0.84,0.25,3.49,,,,,,
May,,,,,,,,,,3.09,2.04,4.13,2.35,2.66,2.36,0.61,0.43,1.33,3.48,2.34,1.76,1.22,3.57,2.65,2.09,0.79,2.95,3.58,3.16,1.03,1.98,0.65,2.46,3.05,,,,,,
June,,,,,,,,,,1.07,1.99,2.51,3.63,1.99,2.81,1.83,1.61,3.19,1.08,3.37,2.49,3.25,1.88,1.26,0.73,2.63,2.01,3.43,2.62,3.51,1.3,2.39,5.66,1.19,,,,,,
July,,,,,,,,,,2.12,2.31,1.76,1.7,2.16,2.86,2.36,1.66,1.13,1.06,1.53,2.33,2.84,2.05,1.87,2.14,1.38,1.48,2.98,2.62,3.63,2.93,0.27,2.68,2.06,,,,,,
August,,,,,,,,,,3.87,3.55,4,2.48,1.74,2.41,2.01,2.44,3.65,3.19,1.12,3.8,2.89,5.43,5.18,3.01,4.75,1.85,3.4,4.02,1.84,4.06,1.69,6.11,2.36,,,,,,
September,,,,,,,,,,2.72,1.01,1.97,3.19,1.71,1.23,0.63,3.2,2.62,0.58,4.01,0.93,1.11,1.54,3.99,2.45,1.06,1.59,1.12,2.03,3.49,0.78,1.44,0.24,1.76,,,,,,
October,,,,,,,,,,3.38,1.71,5.59,3.07,2.03,2.44,2.68,2.72,1.43,2.57,2.26,3.73,2.5,2.8,5.33,1.34,1.5,4.43,5.24,2.04,4.2,2.98,1.74,2.56,4.09,,,,,,
November,,,,,,,,,,0.81,4.87,2.03,2.22,1.66,2.66,3.05,1.45,2.23,1.79,1.74,2.41,1.49,1.85,2.28,1.53,2.66,2.83,2.19,1.96,0.74,4.18,2.97,2.62,2.59,,,,,,
December,,,,,,,,,,2.05,0.9,3.3,2.27,3.4,2.25,1.71,3.53,2.6,2.49,2.46,3.9,4.07,1.68,1.93,2.04,0.87,3.01,2.77,2.4,4.24,4.79,4.67,2.94,1.39,,,,,,
Total,,,,,,,,,,26.99,24.24,30.51,27.66,23.03,27.13,22.64,23.17,27.01,22.11,28.4,29.54,26.05,26.39,33.97,25.1,23.21,28.13,31.34,29.51,29.51,30.04,20.28,33.43,31.62,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Neachley, Altitudes nearly match",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
