"KIRKSTEAD",,,,,,,,,,,,
Grid ref,TF186621,Long,-0.228332,Lat,53.142856,,,,,,,
Station no,RR3091,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.83,0.50,0.62,1.48,1.44,0.68,,,,,,
February,4.34,1.67,1.75,0.35,2.42,0.53,,,,,,
March,0.24,1.52,1.14,2.90,1.39,0.92,,,,,,
April,2.24,1.21,1.45,1.37,0.89,,,,,,,
May,1.09,1.32,2.97,2.01,1.56,,,,,,,
June,2.48,0.57,2.34,0.89,0.38,,,,,,,
July,1.00,2.47,1.29,1.88,4.32,,,,,,,
August,3.86,2.20,3.05,4.25,3.01,,,,,,,
September,0.68,0.89,0.68,3.25,2.03,,,,,,,
October,2.22,2.03,1.86,5.15,0.67,,,,,,,
November,1.93,2.05,1.41,1.71,0.97,,,,,,,
December,3.74,4.53,1.33,0.96,1.68,,,,,,,
Total,26.65,20.96,19.89,26.20,20.76,,,,,,,
Calc annual,26.65,20.96,19.89,26.20,20.76,2.13,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
