MOSEDALE COTTAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY496095,Long,-2.779323,Lat,54.478338,Elevation,1443,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,9.27,14.14,19.81,8.18,6.97,9.2,11.48,13.66,8.22,19.19,2.35,15.15,7.12,18.77,13.44,17.27,3.66,13.99,13.8,14.42,15.72,3.32,2.43,9.94,16.93,12.63,7.37,12.27,12.09,17.55,8.83,6.9,9.2,9.5,6.01,8.6,9.7,7.15,20.35,10.53,6.37,14.9
February,,,,,,,,,,2,11.48,0.57,8.75,13.87,1.23,13.6,11.95,5.5,9.54,1.93,0.87,6.68,0.3,8.43,0.8,15.1,4.98,12.51,5.76,14.58,3.42,10.36,3.12,8.6,4.19,10,6.49,2.6,8.07,10.96,12.76,9,2.5,4,7.3,3.5,2.31,9.82,9.84,4.53,12.72
March,,,,,,,,,,8.51,10.36,16.26,5.95,5.28,2.72,2.48,5.48,9.4,9.48,1.55,5.48,1.91,6.96,8.07,7.59,3.5,5.64,3.98,7.5,7.66,10.86,4.95,7.31,4.6,1.1,6.53,5.61,10,9.25,3.19,6.35,6,9.01,2,7.3,4.6,3.19,10.12,2.36,8.59,2.75
April,,,,,,,,,,4.73,10.02,2.24,4.75,6.51,4.45,8.87,4.92,4.64,3.06,3.06,3.3,5.15,9.59,4.5,7.66,7.48,2.51,6.28,1.03,3.45,3.89,3.15,6.96,6.23,4.84,4.9,2.21,15.58,5.72,13.07,6.9,6.5,7.76,5.9,2.7,3.4,2.2,3,3.48,10.56,7.5
May,,,,,,,,,,2.43,11.5,6.71,4.37,6.55,10.5,10.03,3.96,4.2,1.94,6.33,3.1,6.28,6.52,4.07,9.43,0.93,2.12,3.92,6.62,1.31,2.65,5.11,8.6,7.29,4.11,7.2,2.37,4.36,4.5,5.27,3.7,2.2,3.5,4.8,7.3,7.8,6.24,5.67,9.14,1.87,4.22
June,,,,,,,,,,4.29,3.11,0.36,3.83,3.16,5.61,0.33,5.93,5.1,12.06,3.11,6.17,9.27,4.77,4.19,4.96,8.44,5.73,3.95,12.09,7.96,1.55,0.49,1.06,8.4,6.09,7.56,7.84,6.72,11.14,2.21,4.65,2.3,7.14,4.5,10.3,7.8,5,3.05,6.23,7.4,7.1
July,,,,,,,,,,2.13,10.85,6.2,10.72,7.08,9.87,2.28,8.88,7.11,7.39,10.84,6.28,9.84,9.89,7.59,2.48,3.7,10.49,5,13.19,14.11,7.88,2.71,6.71,5.38,6.29,5.07,7.38,5.32,5.09,5.35,8.54,6.45,4.02,14.75,7.84,3.5,7.7,8.03,6.42,8.41,9.33
August,,,,,,,,,,6.93,6.83,13.19,7.37,16.51,8.45,9.05,7.61,10.27,11.64,11.14,12.12,6.69,2.12,4.85,7.91,5.45,4.94,4.43,5.2,4.69,3.12,12.48,10.98,15.11,7.16,3.11,8.54,0.25,11.32,4.65,15.62,9.7,11.1,11,10.06,3.35,13,10.05,7.32,1.93,5.77
September,,,,,,,,,,9.49,5.01,2.43,8.26,10.76,12.02,7.92,8.05,11.33,5.34,3.57,6.83,4.19,10.29,3.29,11.45,15.92,9.52,8.82,4.74,3.99,7.16,2.26,11.3,10.16,9.7,8.79,16.19,9.6,11.45,2.99,17.56,13.1,9.75,15.7,18.8,6.8,7.3,9.55,12.15,2.11,6
October,,,,,,,,,14.19,2.86,3.49,4.3,4.03,21.3,9.65,11.74,7.69,10.26,14.1,10.28,17.4,8.37,14.74,8.42,14.61,12.95,8.2,5.25,23.56,4.33,11.6,9.97,10.47,11.8,9.83,11.57,2.03,3.3,7.83,11.6,9.79,1.45,10.86,5.85,25,7.4,9.15,16.3,11,14.25,6.45
November,,,,,,,,,7.09,6.85,7.89,3.75,4.98,11.25,10.77,3.25,14.89,10.88,18.78,16.89,11.39,19.72,8.52,3.96,1.83,11.25,9.42,3,18.08,16.58,13.48,7.45,2.85,5.67,17.86,0.72,17.4,14.76,8.74,16.23,9,21.1,7.51,18.3,25,5.15,3.25,3.9,2.1,13.52,20
December,,,,,,,,,14.54,15.68,10.66,18.15,14.17,8.26,19.2,8.5,1.73,2.93,7.49,16.83,9.82,7.29,18.55,1.56,19.16,5.63,15.76,7.09,9.29,5.07,10.1,6.31,12.22,5.86,9.53,6.68,12.05,4.18,13.34,19.5,3.52,20.2,9.52,7.9,22,19.5,13.75,9.15,8.55,20.52,13.51
Total,,,,,,,,,,75.17,105.34,93.97,85.36,117.5,103.67,89.53,94.75,89.84,120.01,87.88,97.91,92.51,111.02,72.37,105.15,94.01,93.3,78.03,121.48,99.45,79.03,67.67,91.52,106.03,93.33,79.5,100.38,88.76,114,103.85,105.29,107.2,92.17,100.71,152.2,82.5,80.24,108.99,89.12,100.06,110.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936 total mistranscription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
