GAMESHOPE FARM EDINBURGH W.W. NO 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT139176,Long,-3.362626,Lat,55.444672,Elevation,1538,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,4.33,3.03,5.12,7.78,8,4.19,7.13,12.86,8.84,2.5,9.61,2.15,5.48,7.66,5.46,4.76,6.59,8.71,5.38,3.75,10.56,2.44,8.14,5.79,9.49,9.37,5.2,6.9,7.3,6.67,9.84,9,16.3,1.64,11,6.1,14.16,13.72,15.5,4.6,10.37,14.28,12.47,11.05,2.5,3,6,10.02,9.12,5.3,10.55,8,11.48,7.62,5.43,9.44,9,2.4,5.16,8.4,4.59,11.5,10,2.5,8.5
February,,,,,,,4.55,8.25,6,8.17,3.85,3.65,2.22,14.3,4.76,2.43,2.47,3.42,3.87,2.54,8.87,8.46,6.91,5.04,11.63,11.49,7.02,1.38,8.87,1.18,8.25,1.4,5.8,10.75,0.95,4.65,6.54,3.36,5.1,2.37,0.57,6,0.39,4.8,0.5,8.8,7.37,8.95,6,13.8,2.62,6.4,2.5,5.59,2.75,8,4.6,3,8.5,8.84,10.07,6.36,2.25,3.02,6.21,3,2.07,7.2,6.3,2.5,9.1
March,,,,,,,7.37,11.53,2.5,7.88,1.08,4.26,5.05,25.03,5.34,8.2,3.4,5.69,8.06,7.4,8,2.5,9.1,8.26,8.24,1.41,2.49,2.46,2.7,3.36,11.01,13.86,3.91,3.45,1.05,2.03,2.64,4.99,7.34,1.13,3.47,2.4,4.62,6.12,6.32,2.95,5.21,3.52,5.5,8.88,8.55,4.6,3.41,1.61,0.72,4.31,5.3,7.5,7.23,2.5,9.72,5.64,6,0.99,5.16,3.1,3.3,7.5,3.1,6.5,2.4
April,,,,,,,2.6,6.5,7.67,6.25,4.75,7.66,4.87,1.9,6.5,5.05,1.98,3.85,2.08,4.91,6.7,7.31,1.36,8.7,4.24,3.8,5.88,2.68,1.44,4.08,6.39,1.71,4.72,4.2,4.28,6.65,3.9,3.54,2,1.46,2.46,4.71,5.8,4.15,7.95,6.85,2.47,4.24,0.97,3.77,3.7,3.34,7.64,3.59,4.34,2.99,2.32,13.72,3.92,8.5,6,7.78,5,5.25,2,2.1,0.9,3.5,2.5,8,8.5
May,,,,,,,0.7,4,3.11,5.6,8.05,1.92,3.15,4.45,3.84,3.96,7.9,7,3.47,3.73,3.12,6.15,1.89,6.49,3.63,1.68,6.2,4.8,4.73,1.98,7.48,5.22,3.38,3.1,5.72,10.35,6.02,4.4,2.42,6.4,2.5,7.1,4.24,2.43,6.4,1,1.02,3.02,9.17,1.22,2.06,5.55,7.47,5.13,3.72,6.72,1.64,4.7,3.7,4.73,2.56,3,3,5.5,8,6.1,4.6,3.5,6,2.6,4.5
June,,,,,,,6.07,5.5,,2.95,8.5,5.93,1.78,3.07,5.84,3.02,2.86,7.81,4.83,3.19,2.3,4.51,8.64,4.53,3.23,1.62,5.09,4.5,2.46,3.35,2.6,1.11,3.2,1.1,2.92,0.68,6.42,6.09,7.84,2.4,4.9,10.9,3.05,2.4,2.85,7.9,5.1,5.12,11.78,7.43,2.04,0.78,1.34,5.4,5.32,6.27,5.86,5.89,8.78,2.43,4.73,4.23,4.2,2.65,7.06,3.8,5.5,2.5,4.2,4.9,4
July,,,,,,,7.34,4.75,1.7,4.2,5.25,2.03,4,6.18,5.18,4.18,3.72,4.21,4.49,6.68,7.34,3.3,5.88,1.01,4.15,5.99,6.02,2.7,5.9,2.14,7.29,5.94,7.15,5.1,6.68,2.26,4.4,6.65,4.05,6.29,5.54,7.93,9.8,7.6,4.8,2.85,7.78,7.04,9,8.15,8.88,4.48,5.1,4.2,3.72,5.45,7.1,4.4,5.92,3.12,7.58,5.5,4.32,11,6.54,2.3,7.8,6.4,6.8,6.2,6
August,,,,,,,4.15,12.65,6.47,2.83,6.7,8.3,4.13,11.06,7.48,7.23,9.6,7,6.08,3.85,11.38,5.1,6.33,2.75,5.45,3.55,5.09,11.5,4.1,5.4,6.88,8.8,5.35,11.75,6.85,6.03,6.12,8.2,11.74,8.94,10.1,3.7,2,4.1,9.02,3.65,4.58,5.12,3.03,1.78,3.58,8.28,10.46,10.93,4.45,3.13,7.65,0.11,11.18,6.96,10.28,11,6.74,6.02,6.52,2.2,10.3,7.5,7.9,2.8,4.3
September,,,,,,,10.05,5.4,6.03,6.33,7.02,9.38,4.53,5.55,5.17,3.73,1.9,1,8.52,3.32,1.4,2.39,3.37,3.78,2.81,2.06,3.45,6.26,10.4,6.2,3.84,3.27,3.25,8.47,7.18,3.93,5.53,9.1,5.6,1.1,7.1,2.19,7.37,2.1,11.45,9.75,5.9,5.31,0.47,2.78,6.72,3.93,8.71,6.74,5.14,10.3,12.03,6.58,8.5,3.81,15.5,9.2,3.78,9,11.09,5.7,8,5.2,7.6,1.7,5.9
October,,,,,,,6.83,6.38,8.53,6.8,8.39,7.77,5.13,15.8,2.79,4.68,10.11,12.1,2.9,14.44,5.14,5.36,6.54,6.93,3.31,3.28,11.55,10.2,12.2,3.25,3.91,4,5.4,11.03,5.09,8.4,4.29,9.1,14.74,8.1,15.4,7.03,11.2,5,10.3,10.37,8.02,6.58,12.32,5.75,7.84,6.1,8.51,15.12,6.63,8.55,1.1,3.45,6.28,11.9,8,0.97,8.68,5.54,14.5,5.6,5.6,7.5,6.2,6.5,6.3
November,,,,,,,3,6.68,7.95,15.65,8.26,4.35,6.82,5.53,2.7,8.5,5.99,6.16,5.08,3.02,3.28,10.3,5.42,6.89,9.74,3.31,10.36,7.6,7,5.4,5,4.18,3.95,5.05,4.37,2.75,9.93,6.1,11.1,13.35,7.9,15.1,6.05,4.27,3.08,8.9,6.98,1.7,16.78,13.2,9.02,10.78,2.62,3.68,9.6,0.91,16.02,9.26,6,8.85,6.77,16,5.9,10.07,15.2,4.7,3.2,4.3,2,19.5,14.5
December,,,,,,,11.05,16.45,10.85,3.75,17.5,5.6,10.38,6.92,5.22,5.11,3.01,7.38,5.08,7.34,8.86,14.77,16.58,4.72,13.42,12.02,4.5,2.5,6.89,11.59,6.99,7.8,6.95,5.88,13.32,5.22,1.66,2.5,5.4,13.4,6.27,7.75,15.9,1.67,15.1,5.3,13.92,4.32,9.15,4.22,6.5,4.3,12.5,4.84,8.52,6.5,6.28,4,12.7,12,3.56,13.75,7.7,7.53,10.51,8.14,12,10,8,9,7.5
Total,,,,,,,68.04,91.12,,78.19,87.35,65.04,59.19,112.65,63.66,58.59,62.55,67.77,59.94,68.08,71.85,74.91,78.61,67.81,75.23,53.96,78.21,59.02,74.83,53.72,79.13,66.66,58.26,76.78,65.71,59.62,67.29,73.03,93.63,66.58,77.21,80.91,84.58,58.36,93.27,72.92,78.72,69.2,96.64,82.03,64.01,61.54,76.26,76.85,64.03,68.43,80.45,70.61,94.19,81.26,90.2,92.87,66.57,68.97,97.95,55.14,67.86,76.6,70.6,72.7,81.5
