"EDINBURGH WATERWORKS (JAMES THORPE FARM) PEEBLES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5070,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.49,9.37,5.20,6.90,7.30,6.67,9.84,9.00,16.30,1.64,11.00,
February,8.25,1.40,5.80,10.75,0.95,4.65,6.54,3.36,5.10,2.37,0.57,
March,11.01,13.86,3.91,3.45,1.05,2.03,2.64,4.99,7.34,1.13,3.47,
April,6.39,1.71,4.72,4.20,4.28,6.65,3.90,3.54,2.00,1.46,2.46,
May,7.48,5.22,3.38,3.10,5.72,10.35,6.02,4.40,2.42,6.40,2.50,
June,2.60,1.11,3.20,1.10,2.92,0.68,6.42,6.09,7.84,2.40,4.90,
July,7.29,5.94,7.15,5.10,6.68,2.26,4.40,6.65,4.05,6.29,5.54,
August,6.88,8.80,5.35,11.75,6.85,6.03,6.12,8.20,11.74,8.94,10.10,
September,3.84,3.27,3.25,8.47,7.18,3.93,5.53,9.10,5.60,1.10,7.10,
October,3.91,4.00,5.40,11.03,5.09,8.40,4.29,9.10,14.74,8.10,15.40,
November,5.00,4.18,3.95,5.05,4.37,2.75,9.93,6.10,11.10,13.35,7.90,
December,6.99,7.80,6.95,5.88,13.32,5.22,1.66,2.50,5.40,13.40,6.27,
Total,79.13,66.66,58.26,76.78,65.71,59.62,67.29,73.03,93.63,66.58,77.21,
Calc annual,79.13,66.66,58.26,76.78,65.71,59.62,67.29,73.03,93.63,66.58,77.21,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
