NIDDERDALE RAMSGILL RAYGILL HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE110704,Long,-1.833166,Lat,54.129337,Elevation,925,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,2.53,2.28,,3.95,4.18,1.97,8.89,6.36,2.49,1.89,2.38,6.53,6.01,2.54,2.95,7.17,5.27,1.5,5.18,2.93,4.32,3.17,8.12,3.01,4.74,7.36,3.82,9.03,4.79,2.47,4.17,8.03,7.81,9.64,4.81,3.48,3.9,5.91,6.8,4.47,9.13,2.04,8.81,2.72,5.22,3.46,4.43,1.83,6.55,6.72,9.83,6.93,2.85,3.51,6.88,7.13,7.44,6.77,5.79,4.33,11.44,3,2.94,5.61,5.48,1.4,4.3,3.36,4.84,5.8,5.08,5.06,6.97
February,,,,,,,,,1.86,3.44,,0.33,4.06,8.71,10.57,1.62,1.24,3.24,4.21,3.03,5.8,1.05,1.82,6.62,5.1,2.68,4.68,3.89,4.77,2.53,6.23,6.41,3.55,2.66,4.01,7.1,6.37,1.04,9.09,1.84,5.18,0.16,5.1,7.87,1.03,6.35,4.46,2.48,4.53,1.04,1.23,5.36,0.45,5.61,0.36,8.67,3.52,7.59,2.43,4.71,2.72,6.92,1.88,4.09,2.42,6.68,6.18,3.57,4.76,4.16,7.5,4.03,0.96,3.95,3.17,2.41,2.58,3.68,6.49,0.62,4.01
March,,,,,,,,,5.74,3.26,,3.34,1.29,1.56,5.22,4.34,6.78,5.97,1.89,2.29,1.27,5.01,1.99,9.76,3.14,4.35,4.24,4.57,6,4.36,1.02,3.52,7.41,9.55,4.36,1.6,5.81,1.54,2.14,5.06,4.85,4.84,3.52,2.28,1.84,1.14,1.44,3.45,4.41,0.67,2.97,0.72,3.39,2.92,3.56,1.95,3.49,4.33,1.09,3.12,2.92,4.88,3.01,2.24,0.34,1.46,1.45,8.13,3.25,1.68,1.74,4.91,3.69,1.08,3.19,2.34,2.1,3.72,2.29,2.99,2.62
April,,,,,,,,,3.75,4.61,,3.49,3.08,0.82,3.09,2.73,2.73,2.47,2.93,4.22,4.25,2.81,2.18,2.03,4.61,4.53,0.72,2.63,3.22,5.48,4.33,2.5,0.78,6.25,1.41,2.3,2.96,2.21,0.82,2.62,6.2,1.12,3.47,3.9,2.68,5.11,1.77,3.64,0.88,1.92,4.69,5.21,5.12,1.83,4.01,3.86,1.16,2.85,0.31,1.52,2.59,2.31,2.25,2.95,2.44,3.52,2.17,7.47,3.25,5.2,4.58,2.53,2.43,3.52,1.02,1.5,1.8,0.58,1.4,4.56,3.32
May,,,,,,,,,2.52,2.4,,3.4,5.66,2.8,2.66,0.39,0.7,1.14,2.1,4.21,1.89,1.11,3.18,5.58,3.94,0.51,4.48,5.65,3.96,2.37,3.63,1.3,1.89,3.41,3.17,1.56,2.3,2.16,1.48,1.79,5.04,2.29,1.15,4.02,6.34,6.01,3.46,1.79,1.43,2.21,1.92,4.23,5.49,2.43,4.23,1.04,2.06,3.15,2.91,0.71,2.34,1.86,3.8,4.04,2.23,4.71,3.15,2.2,1.23,2.01,2.36,6.39,2.31,2.48,4.93,4.16,1.57,1.7,6.31,1.1,1.67
June,,,,,,,,,2.84,0.36,,1.62,5.63,2.85,3.36,2.02,4.19,2.28,2.84,1.63,3.5,1.76,1.54,2.65,2.19,2.08,1.9,8.09,3.3,2.46,2.67,3.62,8.46,2.85,2.63,0.32,2.74,2.26,1.09,1.3,1.59,0.21,2.67,1,2.31,0.12,3.16,3.77,5.38,1.24,2.62,4.38,1.98,1.03,2.41,3.65,5.81,2.04,4.35,3.07,0.22,0.31,0.83,3.25,2.9,3.79,3.37,3.98,4.83,0.74,1.32,1.2,1.53,2.8,3.13,3.01,3.28,1.94,3.73,1.49,1.84
July,,,,,,,,,5.86,4.09,,5.21,3.46,4.32,3.09,6.46,3,2.69,0.81,2.69,2.78,2.33,2.97,4.15,1.54,0.81,1.55,3.09,4.41,5.76,3.58,0.53,6.17,1.21,3.35,4.35,2.18,1.68,6.64,2.91,7.94,3.45,5.23,3.26,6.22,1.3,3.97,6.28,1.12,2.5,5.16,4.11,5.45,3.1,0.83,1.37,4.31,2.14,3.55,5.53,4.59,1.74,3.98,2.7,2.6,2.11,3.88,2.53,1.64,2.18,2.92,1.93,1.84,5.48,4.05,1.54,5.55,4.02,4.91,2.75,7.19
August,,,,,,,,,4.67,6.81,,8.56,7.24,3.98,3.74,3.39,3.25,5.12,4.08,1.52,8.29,2.58,3.05,6.2,4.47,4.1,4.21,4.57,3.48,3.76,5.86,3.16,7.43,1.4,2.5,2.41,2.79,8,3.02,3.19,2.41,6.76,3.57,6.01,4.93,3.06,3.59,8.4,5.14,4.1,4.99,3.67,1.47,0.7,3.54,1.26,2.64,1.66,3.69,2.55,0.76,4.17,4.78,4.9,2.35,3.01,7.5,0.3,5.09,3.07,7.19,5.53,7.32,5.07,7.96,1.25,8.72,5.91,3.7,0.85,3.7
September,,,,,,,,,1.66,1.61,,4.56,3.87,3.82,0.56,2.01,8.56,3.35,1.65,5.87,1.72,1.75,2.42,6.16,2.37,3.78,0.88,0.95,5.21,2.79,0.31,2.91,2.45,2.35,1.97,0.2,2.11,2.71,11.01,2.73,1.39,2.4,4.93,4.64,5.27,3.05,3.3,6.47,0.54,1.36,6.16,3.27,4.96,1.94,3.42,6.65,3.21,1.8,1.94,1.98,3.19,0.23,3.44,5.52,7.17,3.58,7.6,3.11,3.96,1.78,7.52,3.48,5.08,4.67,5.71,2.46,3.99,5.08,4.71,0.25,3.89
October,,,,,,,,,1.46,7.73,,6.03,10.58,4.79,7.09,4.91,6.24,2.04,6.25,4.87,7.97,2.62,4.16,13.86,1.15,2.42,9.21,7.83,2.55,7,5.41,3.42,4.98,2.7,2.61,1.44,9.64,7.01,4.37,4.94,3.56,2.55,1.01,7.08,6.36,5.26,4.13,6.32,7.56,5.86,5.77,1.61,5.65,4.41,7.31,9.31,4.27,2.61,13.38,5.95,4.51,4.77,4.85,3.25,5.5,7.41,2.38,1.2,2.39,5.79,4.16,1.83,5.15,2.47,10.22,2.78,2.57,6.4,4.62,5.74,7.2
November,,,,,,,,,12.78,1.77,,7.33,3.2,3.72,4.78,6.26,2.36,2.57,3.63,4.7,6.08,5.46,2.98,2.23,3.17,6.4,5.54,2.6,4.33,2.52,4.39,5.94,4.58,7.74,8.59,2.55,4.71,5.76,3.24,5.05,3.74,2.45,2.22,6.33,4.29,3.03,9.34,4.94,6.38,8.23,6.63,6.63,4.67,4.07,2.81,8.48,4.78,1.98,7.34,7.02,7.44,3.92,1.52,3.33,9.58,0.72,8.8,6.98,2.5,6.47,6.43,11.79,2.6,5.9,9.71,3.17,1.34,2.73,1.53,5.76,8.46
December,,,,,,,,3.78,3.56,3.09,,10.11,2.22,5.9,5.5,4.54,6.18,4.71,4.72,4.01,6.3,5.6,5.74,3.51,3.69,2.5,3.61,6.2,2.3,5.76,5.72,7.72,7.59,2.55,11.3,9.01,2.34,2.86,9.4,8.14,5.29,7.96,6.13,4.01,6.57,6.58,1.55,2.82,3.37,11.46,5.07,1.69,2.87,0.51,8.51,2.85,5.42,3.94,5.62,3.26,4.32,2.33,5.09,2.75,4.05,3.19,4.42,4.26,5.57,10.26,2.21,8.98,3.57,2.11,6.36,7.41,5.52,4.74,5.85,10.51,6.41
Total,,,,,,,,,49.23,41.45,51.05,57.93,54.47,45.24,58.55,45.03,47.72,37.47,37.49,45.57,55.86,34.62,34.98,69.92,40.64,35.66,46.2,53,47.85,47.96,51.27,44.04,60.03,50.03,49.72,41.87,48.74,39.7,56.47,47.6,55,43.83,43.81,53.88,51.74,46.92,46.97,54.83,49.87,42.63,56.02,43.6,46.72,32.01,45.42,50.92,47.22,40.81,56.44,46.35,38.45,36.95,42.31,46.15,49.02,46.95,56.69,48.06,49.91,46.34,50.87,58.21,41.96,40.93,63.75,35.39,43.86,46.3,50.62,41.68,57.28
