"MERTON PARK (MOSTYN RD)",,,,,,,,,,,,
Grid ref,TQ249688,Long,-0.205746,Lat,51.404484,,,,,,,
Station no,154,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.27,1.95,1.05,1.27,2.53,3.69,1.64,2.13,2.16,1.59,,
February,6.36,1.01,1.21,2.04,1.39,0.43,2.95,2.60,0.10,1.46,,
March,3.05,2.96,0.53,2.16,0.88,0.96,0.79,1.13,1.95,1.90,,
April,2.63,1.44,2.42,0.36,0.32,1.14,0.34,1.31,1.92,0.79,,
May,2.20,1.91,1.40,3.03,4.09,0.36,1.62,2.44,0.73,2.17,,
June,1.01,1.80,1.16,4.19,2.41,2.47,1.38,4.72,1.01,1.60,,
July,2.01,0.70,3.11,3.28,0.94,5.64,3.22,2.64,1.07,3.15,,
August,2.79,2.39,1.48,3.01,1.14,2.98,4.40,3.51,1.47,4.38,,
September,3.17,3.66,2.42,2.32,2.04,1.95,2.39,4.50,0.07,3.27,,
October,0.94,2.50,3.13,2.31,2.82,1.57,1.99,2.97,2.44,4.75,,
November,5.95,2.89,1.00,3.92,0.64,0.56,2.21,1.74,3.18,3.80,,
December,2.15,2.48,0.59,1.76,1.97,2.55,1.95,2.77,3.22,2.50,,
Total,35.53,25.69,19.50,29.65,21.17,24.30,24.88,32.46,19.32,31.36,,
Calc annual,35.53,25.69,19.50,29.65,21.17,24.30,24.88,32.46,19.32,31.36,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
