LOCH DRUNKIE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5510,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,11.50,12.35,9.70,7.90,7.10,7.40,12.25,8.20,17.80,2.40,9.55,
February,11.45,2.20,6.80,7.55,1.70,7.10,8.65,5.05,5.80,3.70,0.60,
March,6.50,11.20,3.90,4.15,1.10,2.60,5.45,4.70,7.45,1.15,4.40,
April,2.60,2.00,3.95,5.20,3.90,7.30,3.00,3.10,3.60,0.95,1.50,
May,6.80,4.90,6.25,2.55,5.80,9.65,4.65,3.15,1.60,3.70,4.00,
June,2.50,0.55,2.60,2.30,3.30,0.85,4.05,5.80,6.95,3.45,4.00,
July,5.50,5.20,4.50,4.80,6.30,2.10,3.95,4.90,4.25,4.10,5.20,
August,7.10,9.10,3.40,8.50,5.40,4.90,5.30,6.95,7.10,7.50,7.05,
September,3.80,3.60,3.45,8.70,7.55,4.25,4.90,6.80,5.60,2.35,5.05,
October,3.30,6.50,2.95,9.65,5.40,5.70,8.60,8.60,11.10,9.00,8.60,
November,8.60,5.20,5.80,4.50,5.55,0.70,10.80,6.20,9.20,10.40,8.05,
December,5.60,10.70,6.80,4.80,12.05,5.00,3.10,2.70,8.90,11.70,8.60,
Total,75.25,73.50,60.10,70.60,65.15,57.55,74.70,66.15,89.35,60.40,66.60,
Calc annual,75.25,73.50,60.10,70.60,65.15,57.55,74.70,66.15,89.35,60.40,66.60,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
