PENSELWOOD RECTORY,,,,,,,,,,,,
Grid ref,ST756315,Long,-2.349713,Lat,51.082295,,,,,,,
Station no,RR8528,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.53,,
February,,,,,,,,,,0.89,,
March,,,,,,,,,,4.99,,
April,,,,,,,,,,2.17,,
May,,,,,,,,,,1.21,,
June,,,,,,,,,,3.21,,
July,,,,,,,,,,3.57,,
August,,,,,,,,,,2.75,,
September,,,,,,,,,2.30,3.58,,
October,,,,,,,,,1.82,6.90,,
November,,,,,,,,,1.65,1.14,,
December,,,,,,,,,4.09,4.85,,
Total,,,,,,,,,,36.79,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.86,36.79,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
