"SUTTON BONINGTON",,,,,,,,,,,,
Grid ref,SK503262,Long,-1.254859,Lat,52.830983,,,,,,,
Station no,2588,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.50,2.12,0.75,1.18,1.50,3.01,1.53,2.21,2.44,4.20,,
February,2.67,0.64,1.36,2.02,1.40,0.32,2.76,2.65,0.10,1.46,,
March,3.55,2.33,1.02,1.63,2.57,1.02,1.55,1.60,1.30,1.30,,
April,1.73,1.98,1.78,0.26,0.99,1.08,0.20,0.66,2.14,0.99,,
May,3.23,3.12,1.87,2.46,3.60,0.51,0.84,1.76,0.30,1.24,,
June,1.22,1.50,2.81,2.62,3.78,2.52,1.30,3.53,0.76,2.61,,
July,0.81,0.43,1.36,2.01,0.90,1.52,2.81,4.19,1.00,3.31,,
August,4.30,1.58,1.85,3.99,0.29,4.19,2.23,1.93,0.69,3.70,,
September,1.86,1.16,1.77,2.09,1.08,1.90,5.57,2.47,0.01,3.88,,
October,0.86,2.14,2.50,2.93,1.87,1.21,0.98,2.20,1.78,4.65,,
November,5.62,1.59,1.25,4.46,1.61,0.69,2.04,1.24,2.23,2.61,,
December,1.86,2.30,0.88,2.00,1.50,2.63,1.46,2.54,3.08,2.65,,
Total,30.21,20.89,19.20,27.65,21.09,20.60,23.27,26.98,15.83,32.60,,
Calc annual,30.21,20.89,19.20,27.65,21.09,20.60,23.27,26.98,15.83,32.60,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
