"LINCOLN STATION",,,,,,,,,,,,
Grid ref,SK975708,Long,-0.541012,Lat,53.225308,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.83,0.60,0.73,1.73,1.69,1.17,3.95,0.52,0.84,0.99,,
February,3.57,1.76,1.36,0.52,2.09,0.58,1.95,0.94,2.11,0.49,,
March,0.58,2.15,1.29,3.40,1.16,1.56,1.42,1.12,1.90,2.60,,
April,1.07,1.13,1.75,1.32,0.59,1.34,0.91,1.61,2.13,1.60,,
May,1.58,0.91,2.64,2.49,1.62,0.42,1.03,3.45,1.83,0.79,,
June,2.71,1.67,2.12,0.83,0.34,2.59,2.26,2.01,1.01,2.82,,
July,0.94,2.68,1.32,2.64,3.04,1.22,1.07,1.67,2.38,3.80,,
August,5.42,2.09,2.98,4.21,3.41,3.68,2.09,2.03,2.00,3.97,,
September,0.55,0.80,0.62,3.44,1.56,1.84,0.73,0.63,1.40,1.46,,
October,2.29,1.27,2.35,5.11,0.45,1.70,4.15,5.43,0.88,2.75,,
November,2.02,2.37,1.44,1.57,0.99,2.39,2.42,1.92,1.04,0.20,,
December,3.30,4.93,1.41,0.76,1.64,0.32,1.51,1.66,1.29,3.73,,
Total,27.86,22.36,20.01,28.02,18.58,18.81,23.49,22.99,18.81,25.20,,
Calc annual,27.86,22.36,20.01,28.02,18.58,18.81,23.49,22.99,18.81,25.20,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
