"DERBY WILD STREET",,,,,,,,,,,,
Grid ref,SK340363,Long,-1.495730,Lat,52.923043,,,,,,,
Station no,2658,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.90,1.91,1.24,2.06,2.09,1.10,3.93,1.30,1.25,1.32,,
February,4.17,1.25,1.76,1.22,3.28,0.81,3.28,2.08,1.80,0.76,,
March,0.70,2.24,1.75,3.43,1.73,3.02,1.98,1.60,3.07,3.63,,
April,1.37,1.95,2.40,1.95,1.85,1.94,0.87,1.87,2.78,1.50,,
May,1.70,1.04,2.57,3.12,1.81,0.46,1.91,4.14,2.58,1.95,,
June,3.50,1.99,2.49,1.33,0.61,2.06,1.91,3.72,1.84,2.27,,
July,4.23,3.54,1.44,2.48,2.24,1.03,0.61,2.63,2.77,3.57,,
August,5.20,1.95,3.18,4.97,3.09,3.16,1.01,3.42,3.94,2.20,,
September,0.96,1.05,1.52,2.97,2.01,1.85,1.25,0.88,1.85,2.53,,
October,2.20,2.00,2.78,5.93,0.70,1.47,5.33,4.06,1.24,3.67,,
November,2.45,2.21,1.91,2.19,1.74,2.63,3.21,2.15,1.59,0.55,,
December,4.24,6.33,1.78,1.37,1.63,0.81,2.81,3.19,1.80,4.85,,
Total,34.62,27.46,24.82,33.02,22.78,20.34,28.10,31.04,26.51,28.80,,
Calc annual,34.62,27.46,24.82,33.02,22.78,20.34,28.10,31.04,26.51,28.80,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
