LONDON-OLD-STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ322824,Long,-0.095775821,Lat,51.525049,Elevation,70,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,2.13,2.25,1.38,3.84,1.28,1,0.78,2.42,1.68,0.55,1.56,3.05,2.03,0.74,2,0.78,2.49,2.7,0.61,0.73,2.34,2.26,1.11,3.29,0.8,1.18,0.71,1.2,1.25,,,,,,,,
February,,,,3.61,1.34,2.51,0.75,0.49,0.99,2.18,1.01,0,1.76,2.89,1.62,0.16,0.39,2.62,1.22,1.87,3.77,1.16,1.04,0.72,2.57,0.67,1.65,0.93,1.47,0.39,2.08,1.28,,,,,,,,
March,,,,0.91,1.31,1.37,1.33,1.6,2.86,1.55,1.82,1.76,1.11,0.34,1.15,1.49,3.24,3.44,1.34,0.55,0.84,1.86,1.49,2.21,1.8,2.77,1.03,0.73,1.88,2.51,0.77,1.59,,,,,,,,
April,,,,1.47,1.31,2.38,1.56,1.53,2.18,2.05,1.88,0.75,1.13,0.09,1.63,1.41,0.59,1.66,1.08,2.72,0.79,2.05,0.46,2.25,1.24,1.58,0.73,2.79,2.11,1.86,1.99,1.5,,,,,,,,
May,,,,1.96,0.84,2.69,4.61,1.78,1.01,3.21,1.44,2.57,1.49,0.78,1.41,0.51,0.16,1.07,2.29,1.41,1.05,0.88,2.19,2.54,2.1,0.69,1.23,1.46,1.75,1.37,1.64,2.24,,,,,,,,
June,,,,0.97,2.52,2.25,0.69,1.11,3.22,1.88,2.69,0.92,2.41,0.77,1.84,0.15,1.72,1.74,1.05,1.3,1.94,1.29,2.74,6.23,0.72,4.5,2.82,1.63,1.16,3.77,1.93,2.4,,,,,,,,
July,,,,2.43,3.12,1.81,2.32,0.92,4.52,2.45,4.16,3.91,1.54,2.05,3.08,3.38,1.09,0.65,0.74,1.78,1.37,2.69,1.16,4.62,1.94,0.88,0.6,1.27,3.31,3.04,2.03,0.63,,,,,,,,
August,,,,0.96,0.72,0.89,0.92,2.77,4,1.75,1.93,3.78,3.14,1.51,3.07,2.95,2.27,3.06,0.95,0.45,2.47,1.65,3.05,4.42,2.02,2.17,0.98,1.62,2.48,1.38,1.5,0.89,,,,,,,,
September,,,,3.77,1.81,4.89,1.9,1.82,1.19,1.65,0.57,0.9,2.35,0.92,1.13,1.44,6.05,2.89,0.19,2.69,0.59,1.63,1.14,2.85,0.98,1.76,1.49,0.76,1.39,2.29,0.46,1.44,,,,,,,,
October,,,,1.91,0.99,3.55,1.91,1.26,1.31,3.59,1.07,4.43,3.92,3.98,4.58,3.26,3.18,0.61,2.73,2.03,1.62,1.98,1.52,5.54,1.44,0.93,2.76,2.06,1.86,3.58,1.47,2.99,,,,,,,,
November,,,,2.84,1.74,3.21,2.69,3.52,4.62,0.87,1.54,2.04,2.67,2.1,2.81,2.96,1.23,1.12,1.81,4.06,1.63,0.64,1.75,1.89,1.53,2.7,3.56,1.86,0.59,0.6,2.26,3.3,,,,,,,,
December,,,,0.78,2.72,1.13,4.28,1.35,1.18,1.36,0.55,3.16,1.27,2.16,2.15,2.23,3.21,2.32,2.37,1.09,2.39,2.83,1.37,1.23,1.54,0.56,2,3.03,1.68,2.16,2.29,4.11,,,,,,,,
Total,,,,23.74,20.67,28.06,26.8,19.43,28.08,23.32,21.08,25.9,23.34,19.15,27.52,21.97,23.87,23.18,16.55,22.44,21.16,19.27,18.64,36.84,20.14,20.32,22.14,18.94,20.86,23.66,19.62,23.62,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Helmet Row, which is noted on the 1900s record. Two observers, on behalf of the Royal Meteorology Society, were reverends and Helmet Row is adjacent to St Lukes Church and the rectory is at 12 Helmet Row, although the 1900s records reference no 17. Altitudes match",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
