"STAINDROP (RABY CASTLE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3517,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,4.37,3.17,3.57,1.54,5.43,1.45,3.39,9.52,0.97,2.05,,
February,4.46,2.89,1.20,2.34,2.59,0.59,3.50,2.22,1.38,5.85,,
March,2.87,2.08,0.81,0.89,0.70,1.77,6.63,1.72,1.17,1.28,,
April,2.14,1.43,1.04,1.58,1.88,1.83,5.31,2.74,1.72,3.20,,
May,1.28,1.62,3.47,1.10,3.54,3.98,2.83,1.99,1.13,1.78,,
June,0.65,0.73,1.36,2.08,3.10,3.00,3.49,4.68,1.21,1.26,,
July,1.54,2.25,1.69,4.96,2.50,5.86,3.42,1.18,3.02,2.92,,
August,1.35,2.20,3.77,1.64,4.21,5.29,0.33,5.87,2.86,4.43,,
September,0.25,2.88,3.09,6.95,2.12,6.46,2.37,3.90,2.18,3.95,,
October,3.57,1.91,2.81,2.93,5.87,1.52,0.82,1.93,4.73,1.15,,
November,3.39,1.11,2.49,5.68,1.51,7.20,2.77,2.08,5.18,5.41,,
December,0.43,2.68,1.50,2.10,1.85,3.44,2.74,3.28,4.93,2.11,,
Total,26.30,24.95,26.80,33.79,35.30,42.39,37.60,41.11,30.48,35.39,,
Calc annual,26.30,24.95,26.80,33.79,35.30,42.39,37.60,41.11,30.48,35.39,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
