DARTMOOR-CRAMBER-TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX588712,Long,-3.993,Lat,50.5239,Elevation,1435,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,6.52,4.8,6.8,,2.75,4.37,2.78,8.42,8.13,5.55,3.5,6.45,8.95,3,10.3,2.4,3.3,2.4,6.8,2.18,6.6,11,2.5,5.5,3.98,1.8,6.3,7.5,9.35,7.1,7.25,,,,,,,,
February,,,4.2,9.45,4.35,,1.62,6.26,3.53,6.8,11.22,2,3.15,4.55,7.55,1.7,5.42,3.3,3.6,0.58,7.4,3.8,7.25,2.49,8.96,11.9,6.65,1.6,4.75,5.92,1.9,0.3,6.8,,,,,,,,
March,,,1.5,0.63,2.5,,6.03,6.05,2.4,1.24,2.53,4.5,3.9,6.8,3.3,7.53,2,2.56,5.15,6.25,1.45,4.18,8.5,6.28,9.87,1.45,2.65,3.4,2.7,7.5,5.95,4.75,5.2,,,,,,,,
April,,,2.2,0.49,4.52,,0.97,5.28,3.42,4.73,,5.44,2.9,2.95,4.77,4.01,1.43,7.2,3,3.8,4.1,3.25,0.15,7.8,2.64,1.86,2.29,1.85,2.21,3.4,6.1,,5.45,,,,,,,,
May,,,2.3,2.61,3.85,,0.07,3.8,4.34,3.7,2.9,2.2,2.85,3.1,,0.9,5.15,5.05,2.66,1.95,3.6,1.52,2.2,4.73,2.87,3.3,2.02,2.83,1.65,1.95,2.9,3.15,2.4,,,,,,,,
June,,,,1.61,,,2.28,3.36,4.9,1.63,5.73,2.58,4.25,1.76,1.74,2.4,1.95,5.33,1.13,3.42,2.55,3.3,7.6,1.9,2.06,2.45,3.7,3.58,2.56,1.2,2.5,0.18,2.1,,,,,,,,
July,,,2.65,7.65,,,2.84,1.53,0.62,0.94,2.1,1.65,3.1,4.55,6.55,1.23,2.18,2.55,3.84,5.2,4.65,1.15,3.55,0.54,7.02,7,2.15,4.18,4.7,2.4,7.7,3.05,7.1,,,,,,,,
August,,,,2.48,4.41,,2.61,6.12,4.7,0.94,3.93,4.46,4.7,5.5,3.87,4.9,4.6,3.8,6.1,2.62,7.8,3.85,13.8,2.15,4.35,2.49,4.85,8.55,3.65,4.4,2.4,4.25,6.2,,,,,,,,
September,,,2.85,3.82,2.92,,8.2,4.6,3.08,3.02,2.62,4.76,2.5,5.75,4.1,2.25,1.32,1.65,3,2.03,0.47,2.62,1.55,4.9,3.81,1.15,3.5,3.4,9.7,3.7,3.8,1.45,4.6,,,,,,,,
October,,,7.18,5.5,7.5,,4.65,2.52,8.11,3.15,3.95,3.85,4.75,12.15,3.5,2.95,9.02,9,,13.08,8.1,5.5,6.75,5.2,3.61,5.6,9.6,7.62,3.75,2.95,6.1,2.4,2.5,,,,,,,,
November,,,5.75,3.1,9.53,,2.38,3.28,5.53,4.79,5.73,1.36,6.8,3.65,3.1,6.38,4.82,5.07,2.75,1.75,6.9,6.45,4.15,8.05,6.37,4.1,9.5,3.65,5.3,4.8,3.5,6.3,4.5,,,,,,,,
