"BINGFIELD HOUSE, NORTHUMBERLAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid reference,NY982733,Long,-2.0284,Lat,55.0548,Elevation,445,feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,1.11,1.55,,,,,,,,,2.12,2.97,1.05,3.89,2.83,0.81,0.71,1.95,1.1,3,4.4,1.97,2.49,1.16,1.39,0.75,2.11,1.37,1.52,,,,,,,
February,,,,,2.6,,,,,,,,,,1.48,1.86,1.88,2.07,1.46,2.77,1.74,3.05,0.2,1.1,1.5,0.7,1.86,0.92,1.1,1.17,1.5,0.07,2.6,,,,,,,
March,,,,,3.21,1.14,,,,,,,,,1.42,0.66,3.01,5.11,1.04,1.76,0.96,3.3,3,1.58,2.1,1.67,3.58,2.46,3.58,2.19,2.2,3.09,,,,,,,,
April,,,,,1,0.7,,,,,,,,,1.94,0.77,3.05,3.85,1.86,1.69,2.89,1.7,2.7,1.5,1.5,1.71,1.57,0.55,2,4.26,0.67,1.77,,,,,,,,
May,,,,,1.61,3.19,,,,,,,,,2.08,0.55,1.53,2.79,2.95,2.22,1.89,2.1,1.1,1.6,1.6,2.91,3.22,2.29,0.45,1.39,1.89,1.73,,,,,,,,
June,,,,,1.63,0.63,,,,,,,,,0.64,1.22,2.4,1.27,5.14,2.62,1.59,1.6,3.8,1.6,0.2,1.08,1.27,0.25,2.27,0.25,3.63,0.97,,,,,,,,
July,,,,,0.73,3.26,,,,,,,,,1.64,5.15,0.85,4.03,2.06,3.78,6.26,4.2,3.1,4.5,4.2,1.05,3.27,1.33,4.19,3.83,1.91,4.17,,,,,,,,
August,,,,,1.56,3.01,,,,,,,,,2.49,2.26,1.47,7.89,2.68,2.96,0.71,5.7,2.9,2.6,0.9,3.11,2.49,2.46,2.1,2.97,5.75,5.47,,,,,,,,
September,,,,,1.82,0.45,,,,,,,,,1.42,3.01,4.7,1.66,1.68,1.62,4.17,5.1,2.2,5.2,2,2.35,2.46,4.59,1.27,1.06,1.92,2.98,,,,,,,,
October,,,,,7.5,7.85,,,,,,,,,2.76,5.45,2.1,2.64,1.69,0.95,4.68,4.5,3.8,2.4,1.7,3.2,5.23,2,0.84,4.95,1.34,1.77,,,,,,,,
November,,,,,1.95,2.71,,,,,,,,,3.33,6.46,3.79,1.8,3.71,1.9,3.27,1.7,3.6,1.8,1.3,2.11,4.09,3.45,3.89,0.89,3.79,2.23,,,,,,,,
December,,,,,2.4,1.84,,,,,,,,,4.79,2.05,9.55,3.36,4.23,1.11,2.68,3.1,6.2,2.6,2.64,1.37,4.6,2.65,0.69,0.92,1.36,2.52,,,,,,,,
Total,,,,,27.12,,,,,,,,,,26.11,32.41,35.38,40.36,31.33,24.19,31.55,38,33.7,29.48,24.04,23.23,36.13,24.11,23.77,24.63,28.07,28.14,,,,,,,,
