"FOLESHILL FOXFORD COUNCIL SCHOOL",,,,,,,,,,,,
Grid ref,SP350834,Long,-1.486462,Lat,52.447447,,,,,,,
Station no,RR4692,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,0.80,1.31,,
February,,,,,,,,,0.91,0.69,,
March,,,,,,,,,2.82,3.00,,
April,,,,,,,,,4.46,1.29,,
May,,,,,,,,,1.47,1.55,,
June,,,,,,,,1.96,1.64,3.22,,
July,,,,,,,,3.00,2.91,3.59,,
August,,,,,,,,1.87,3.47,1.94,,
September,,,,,,,,0.60,1.38,2.22,,
October,,,,,,,,4.04,1.16,3.58,,
November,,,,,,,,2.19,1.22,0.57,,
December,,,,,,,,3.41,2.02,3.68,,
Total,,,,,,,,,24.26,26.64,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,24.26,26.64,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
