"SHIFNAL BOYS NATIONAL SCHOOL",,,,,,,,,,,,
Grid ref,SJ745074,Long,-2.378473,Lat,52.663711,,,,,,,
Station no,2297,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.13,,
February,,,,,,,,,,0.70,,
March,,,,,,,,,,2.19,,
April,,,,,,,,,,1.98,,
May,,,,,,,,,,1.08,,
June,,,,,,,,,,2.97,,
July,,,,,,,,,,3.92,,
August,,,,,,,,,,2.02,,
September,,,,,,,,,,2.81,,
October,,,,,,,,,,2.87,,
November,,,,,,,,,,0.67,,
December,,,,,,,,,2.33,4.16,,
Total,,,,,,,,,,26.50,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,26.50,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
