SALISBURY-PLAIN-SHREWTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU071435,Long,-1.8997835,Lat,51.190681,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,3.32,1.9,0.93,3.51,4.95,0.86,6.01,0.87,2.26,1.47,3.65,1.16,4.75,4.82,0.75,4.73,1.05,1.54,4.19,5.07,3.68,3.09,3.64,1.57,,,,,,,,,,,,,,,3.31,5.46,2.52,2.74,3.55,6.22,1.93,1.47,3.23,2.23,5.75,0.92,0.49,3.1,2.1,0.85,1.78,3.08,4.63,2.36,3.03,4.8,4.02
February,4.32,1.66,1.4,1.79,3.83,0.83,4.3,1.8,1.61,0.7,3.82,1.58,2.43,1.4,3.95,5.78,5.28,1.29,1.25,2.62,0.82,0.28,2.88,5.8,,,,,,,,,,,,,,,0.8,1.71,2.84,2.93,0.42,0.99,0.77,2.24,2.45,1.34,1.09,1.29,5.22,6.12,0.44,1.64,2.77,1.44,0.21,3.58,2.87,0.22,2.49
March,1.26,2.1,1.87,4.6,1.84,5.16,1.49,0.72,4.32,4.15,0.67,2.39,4.12,2.8,4.72,1.14,3.81,3.49,0.9,5.28,2.34,1.24,2.58,2.22,,,,,,,,,,,,,,,0.15,1.08,2.27,3.17,1.87,0.63,0.33,0.74,0.68,6.23,0.94,1.07,1.06,3.33,3.03,0.46,2.94,1.46,1.17,1.83,1.75,4.17,1.85
April,2.24,2.29,1.92,3.35,1.51,2.67,1.49,3.8,3.48,1.76,3.42,1.54,0.18,2.91,1.3,1.14,0.66,3.23,2.65,2.4,3.66,1.05,3.53,2.64,,,,,,,,,,,,,,,0.11,2.69,1.97,1.46,1.93,0.7,1.32,0.73,2.68,2.91,1.53,1.7,2.85,3.5,1.58,3.42,0.18,0.47,1.38,0.16,0.77,2.36,1.46
May,1.87,1.18,2.61,3.69,2.7,0.54,2.42,3.22,2.56,1.53,1.59,0.99,1.51,2.49,1.46,4.03,1.68,2.46,2,0.71,2.89,1.54,0.84,1.61,,,,,,,,,,,,,,,1.71,0.88,0.88,1.5,3.6,2.5,0.38,2.3,4.1,1.52,4.37,2.03,2.34,2.48,3.87,1.86,1.63,3.54,0.28,1.84,2.38,1.72,1.21
June,2.72,1.46,3.54,4.31,1.25,4.66,2.91,2.1,0.63,4.44,4.26,2.01,3.35,0.52,1.56,0.65,2.52,5.86,1.18,0.82,2.55,0.38,0.85,0.55,,,,,,,,,,,,,,,0.83,2.38,0.66,1.99,0.43,0.89,1.75,3.67,2.47,1.56,2.95,0.23,1.4,0.84,1.34,1.57,3.21,3.21,1.69,2.12,3.53,0.76,3.1
July,1.49,2.56,1.28,4.11,3.1,0.43,0.99,2.07,2.14,3.08,1.6,0.03,2.41,0.99,3.33,4.11,0.92,4.19,7.67,1.63,5.82,0.47,4.18,1.08,,,,,,,,,,,,,,,2.87,4.78,2.9,1.45,1.2,2.51,2.82,1.28,1.54,1.54,0.79,0.86,5.01,1.23,0.48,3.63,2.56,0.17,2.4,3.15,1.94,1.8,3.22
August,3.06,2.54,3.89,4.7,2.75,3.41,1.29,2.17,3.72,3.45,2.45,0.92,5.75,1.25,2.96,3.76,5.06,5.29,1.71,2.95,1.24,1.21,3.57,3.58,,,,,,,,,,,,,,,1.92,1.86,0.11,4,3.24,2.2,3.45,1.91,3.88,0.71,2.93,2.02,4,5.3,3.43,2.23,3.01,0.83,5.33,2.69,3.3,1.44,3.13
September,0.59,3.29,1.64,2.51,2.04,1.71,0.9,0.47,2.19,5.07,0.27,1.58,1.6,3.27,1.36,1.77,1.54,1.73,5.08,1.58,0.84,1.85,1.66,2.09,,,,,,,,,,,,,,,2.33,0.78,1.87,1.39,1.78,1.64,2.3,2.15,4.15,1.15,2.76,2.25,3.68,3.22,3.25,3.03,3.5,1.19,2.58,2.92,4.58,0.05,4.57
October,2.8,2.07,2.01,9.38,1.9,2.11,6.75,7.77,1.79,5.22,4.47,2.58,4.14,3.32,3.22,4.54,5.67,4.26,1.67,0.95,2.62,1.06,1.56,,,,,,,,,,,,,,,,3.81,3.34,3.74,1.23,4.19,3.5,3.88,3.97,1.18,0.66,2.59,6.56,1.07,0.92,4.31,3.89,2.08,2.54,2.15,2.09,2.85,2.5,8.71
