BUCKINGHAM-MARKET-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP696340,Long,-0.98731,Lat,52.00075,Elevation,260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,2.13,2.48,2.98,1.27,2.67,1.36,3.01,2.13,3.11,1.3,2.43,1.37,1.46,2.05,1.78,0.69,3.82,3.75,2.55,4.59,2.56,2.95,3.2,3.88,1.53,1.85,1.38,1.51,4.14,0.91,0.49,2.78,1.54,,,,,,,,
February,0.67,0.56,2.56,3.7,0.75,2.76,2.22,3.27,1.8,0.55,0.84,2.19,0.23,2.42,0.37,2.74,1.85,4.06,0.87,0.85,2.18,2.23,1.02,1.04,1.02,1.68,1.78,1.44,1.33,1.14,4.04,2.94,0.49,,,,,,,,
March,2.49,0.78,1.53,2.09,0.91,0.68,0.23,2.65,1.3,0.08,1.36,0.21,1.68,2.63,1.7,0.54,1.7,3.46,0.2,2.16,2.53,2.9,1.46,0.77,0.22,0.86,1.07,6.12,0.74,1.63,1.12,3.17,2.64,,,,,,,,
April,3.63,1.32,3.63,2.23,2.82,1.7,3.09,1.84,1.12,2.03,2.41,3.85,2.28,1.2,1.61,3.35,1.58,3.13,0.06,3.19,1.55,1.59,0.82,0.83,2.16,1.02,1.02,1.68,1.55,1.5,2.14,2.63,1.67,,,,,,,,
May,1.42,1.52,0.96,1.31,4.64,2.17,3.1,1.09,1.12,1.54,2.34,3.26,5.62,1.03,0.57,1.61,2.2,3.61,2.2,1.64,1.48,1.69,3.1,1.93,1.15,2.23,1.99,1.82,4,3.22,2.46,2.7,1.89,,,,,,,,
June,2.36,0.49,1.15,0.44,1.97,0,2.76,3.17,2.56,0.79,1.15,2.14,0.65,3.05,1.41,3.39,3.73,1.24,0.99,2.86,0.56,1.5,0.09,1.88,2.22,2.38,2.52,0.94,1.77,0.71,1.46,1.34,0.95,,,,,,,,
July,3.76,0.29,4.44,2.99,3.36,4.56,1.98,1.85,2.48,1.91,2.52,2.99,2.5,1.17,0.87,0.61,5.82,1.65,1.62,3.7,3.15,3.81,1.92,0.85,2.31,2.14,1.44,1.59,1.01,1.09,3.97,1.22,0.3,,,,,,,,
August,1.34,1.26,4.18,2.36,2.97,1.52,1.16,3.44,2.07,0.83,2.52,4.26,3.05,1.05,1.66,2.53,0.49,0.63,3.17,2.5,0.13,4.35,2.6,2.04,2.31,1.82,3.59,0.16,4.26,1.07,2.24,3.56,1.7,,,,,,,,
September,2.17,1.56,1.89,3.32,3.46,3.51,1.39,5.12,0.7,0.13,3.15,2.91,2.9,1.69,2.43,4.1,3.65,1.85,1.82,0.68,0.87,0.25,1.16,1.91,2.45,1.99,3.35,1.5,2.01,1.78,2.88,1.53,1.76,,,,,,,,
October,1.03,1.19,0.87,3.15,3.31,2.87,2.11,1.79,3.57,3.46,1.46,0.7,3.76,1.91,1.41,3.53,1.48,2.31,3.14,6.17,2.76,1.61,2.46,2.71,3.22,4.04,1.04,0.33,2.8,4.99,0.54,0.77,2.71,,,,,,,,
November,1.42,2.02,1.22,1.26,2.43,1.67,3.69,2.48,2.4,8.81,3.63,3.27,1.7,0.98,1.96,3.73,2.45,1.63,3,4.02,6.66,2.49,1.99,1.31,3.3,0.13,5.18,1.38,1.17,2.41,3.6,4.6,,,,,,,,,
December,2.23,1.97,2.5,2.86,3.08,2.07,0.34,2.57,2.57,5.47,2.58,0.95,0.76,0.31,5.57,3.12,2.09,2.05,3.56,1.43,1.41,1.44,2.69,0.95,1.15,3.07,1.9,2.53,3.2,1.35,1.31,1.7,,,,,,,,,
Total,24.65,15.44,27.91,26.98,32.37,24.87,25.08,31.4,24.8,26.9,26.39,28.1,26.59,19.49,21.34,29.94,30.86,29.37,23.18,33.79,25.84,26.81,22.51,20.1,23.04,23.21,26.26,21,27.98,21.8,26.25,28.94,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925 Jun dash=zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 Total IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gauge moved 1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
